date,state,district,market,commodity,variety,grade,min_price,max_price,modal_price
2026-06-14,Andhra Pradesh,Krishna,Penamaluru (HQ-Kankipadu) APMC,Paddy(Common),MTU-1001,Local,2369.0,2369.0,2369.0
2026-06-22,Andhra Pradesh,Krishna,Penamaluru (HQ-Kankipadu) APMC,Paddy(Common),MTU-1001,Local,2369.0,2369.0,2369.0
2026-06-10,Andhra Pradesh,Dr.B.R.A.Konaseema,Ramachandrapuram APMC,Paddy(Common),Paddy,FAQ,2369.0,2388.0,2369.0
2026-06-16,Andhra Pradesh,Dr.B.R.A.Konaseema,Ramachandrapuram APMC,Paddy(Common),Paddy,FAQ,2369.0,2385.0,2369.0
2026-06-19,Andhra Pradesh,Dr.B.R.A.Konaseema,Ramachandrapuram APMC,Paddy(Common),Paddy,FAQ,2369.0,2383.0,2369.0
2026-06-22,Andhra Pradesh,Dr.B.R.A.Konaseema,Ramachandrapuram APMC,Paddy(Common),Paddy,FAQ,2369.0,2392.0,2369.0
2026-06-25,Andhra Pradesh,Dr.B.R.A.Konaseema,Ramachandrapuram APMC,Paddy(Common),Paddy,FAQ,2369.0,2383.0,2369.0
2026-06-18,Andhra Pradesh,Eluru,Polavaram APMC,Paddy(Common),1001,Local,2390.0,2390.0,2390.0
2026-06-18,Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,FAQ,2369.0,2369.0,2369.0
2026-06-25,Andhra Pradesh,Dr.B.R.A.Konaseema,Amalapuram APMC,Paddy(Common),1001,Local,2369.0,2400.0,2369.0
2026-06-22,Andhra Pradesh,Eluru,Polavaram APMC,Paddy(Common),1001,Local,2390.0,2390.0,2390.0
2026-06-11,Andhra Pradesh,Dr.B.R.A.Konaseema,Mummidivaram APMC,Paddy(Common),1121,FAQ,2369.0,2468.0,2369.0
2026-06-14,Andhra Pradesh,Dr.B.R.A.Konaseema,Mummidivaram APMC,Paddy(Common),1121,FAQ,2369.0,2468.0,2369.0
2026-06-17,Andhra Pradesh,Dr.B.R.A.Konaseema,Mummidivaram APMC,Paddy(Common),1121,FAQ,2369.0,2468.0,2369.0
2026-06-20,Andhra Pradesh,Dr.B.R.A.Konaseema,Mummidivaram APMC,Paddy(Common),1121,FAQ,2369.0,2468.0,2369.0
2026-06-27,Andhra Pradesh,Dr.B.R.A.Konaseema,Mummidivaram APMC,Paddy(Common),1121,FAQ,2369.0,2468.0,2369.0
2026-06-01,Andhra Pradesh,Bapatla,Kuchinapudi APMC,Paddy(Common),B P T,Local,2400.0,2500.0,2450.0
2026-06-05,Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,FAQ,2369.0,2369.0,2369.0
2026-06-01,Andhra Pradesh,Eluru,Polavaram APMC,Paddy(Common),1001,Local,2369.0,2369.0,2369.0
2026-06-01,Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,FAQ,2369.0,2369.0,2369.0
2026-06-02,Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,FAQ,2369.0,2369.0,2369.0
2026-06-03,Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,FAQ,2369.0,2369.0,2369.0
2026-06-05,Andhra Pradesh,Dr.B.R.A.Konaseema,Amalapuram APMC,Paddy(Common),1001,FAQ,2369.0,2490.0,2369.0
2026-06-06,Andhra Pradesh,Dr.B.R.A.Konaseema,Amalapuram APMC,Paddy(Common),1001,Local,2369.0,2468.0,2369.0
2026-06-09,Andhra Pradesh,Eluru,Polavaram APMC,Paddy(Common),1001,Local,2389.0,2389.0,2389.0
2026-06-10,Andhra Pradesh,Eluru,Polavaram APMC,Paddy(Common),1001,Local,2389.0,2389.0,2389.0
2026-06-04,Andhra Pradesh,NTR,Tiruvuru APMC,Paddy(Common),Sona,Local,2400.0,2400.0,2400.0
2026-06-08,Andhra Pradesh,NTR,Tiruvuru APMC,Paddy(Common),Sona,Local,2450.0,2450.0,2450.0
2026-06-15,Andhra Pradesh,NTR,Tiruvuru APMC,Paddy(Common),Sona,Local,2450.0,2450.0,2450.0
2026-06-23,Andhra Pradesh,NTR,Tiruvuru APMC,Paddy(Common),Sona,Local,2450.0,2450.0,2450.0
2026-06-22,Andhra Pradesh,NTR,Tiruvuru APMC,Paddy(Common),Sona,Local,2450.0,2450.0,2450.0
2026-06-29,Andhra Pradesh,Eluru,Nuzvid APMC,Paddy(Common),Sona,FAQ,2400.0,2400.0,2400.0
2026-07-25,Andhra Pradesh,SPSR Nellore,Kavali APMC,Paddy(Common),Other,Local,2370.0,2470.0,2420.0
2026-07-23,Andhra Pradesh,Bapatla,Parchur APMC,Paddy(Common),Other,Local,2300.0,2500.0,2400.0
2026-07-26,Andhra Pradesh,Prakasam,Kandukur APMC,Paddy(Common),Other,Local,2380.0,2450.0,2400.0
2026-07-28,Andhra Pradesh,Prakasam,Kandukur APMC,Paddy(Common),Other,Local,2380.0,2450.0,2410.0
2026-07-29,Andhra Pradesh,Prakasam,Kandukur APMC,Paddy(Common),Other,Local,2380.0,2450.0,2400.0
2026-07-30,Andhra Pradesh,SPSR Nellore,Kavali APMC,Paddy(Common),Other,Local,2380.0,2450.0,2410.0
2026-08-01,Andhra Pradesh,SPSR Nellore,Kavali APMC,Paddy(Common),Other,Local,2380.0,2450.0,2410.0
2026-08-03,Andhra Pradesh,Prakasam,Kandukur APMC,Paddy(Common),Other,Local,2380.0,2450.0,2400.0
2026-08-02,Andhra Pradesh,Prakasam,Kandukur APMC,Paddy(Common),Other,Local,2380.0,2450.0,2400.0
2026-07-31,Andhra Pradesh,YSR Kadapa,Mydukur APMC,Paddy(Common),Paddy,Local,2300.0,2500.0,2400.0
2026-07-13,Andhra Pradesh,Dr.B.R.A.Konaseema,Ramachandrapuram APMC,Paddy(Common),Paddy,FAQ,2369.0,2381.0,2369.0
2026-07-16,Andhra Pradesh,Dr.B.R.A.Konaseema,Ramachandrapuram APMC,Paddy(Common),Paddy,FAQ,2369.0,2418.0,2369.0
2026-07-30,Andhra Pradesh,West Godavari,Attili APMC,Paddy(Common),Paddy,Local,2369.0,2389.0,2369.0
2026-07-25,Andhra Pradesh,Dr.B.R.A.Konaseema,Alamuru APMC,Paddy(Common),Paddy,FAQ,2369.0,2389.0,2369.0
2026-07-24,Andhra Pradesh,Srikakulam,Kothabommali APMC,Paddy(Common),Paddy,Local,2500.0,2500.0,2500.0
2026-07-24,Andhra Pradesh,Srikakulam,Pathapatnam APMC,Paddy(Common),Paddy,FAQ,2369.0,2400.0,2369.0
2026-07-24,Andhra Pradesh,Palnadu,Rompicherla APMC,Paddy(Common),Paddy,FAQ,2300.0,2480.0,2350.0
2026-07-24,Andhra Pradesh,Kakinada,Samalkot APMC,Paddy(Common),Paddy,FAQ,2369.0,2389.0,2379.0
2026-07-23,Andhra Pradesh,NTR,Jaggayyapeta APMC,Paddy(Common),Paddy,Grade Range-1,2369.0,2369.0,2369.0
2026-07-23,Andhra Pradesh,Palnadu,Rompicherla APMC,Paddy(Common),Paddy,FAQ,2300.0,2480.0,2400.0
2026-07-23,Andhra Pradesh,West Godavari,Palakole APMC,Paddy(Common),Paddy,Local,2369.0,2369.0,2369.0
2026-07-23,Andhra Pradesh,Tirupathi,B.N.Kandriga APMC,Paddy(Common),Paddy,Local,2400.0,2400.0,2400.0
2026-07-23,Andhra Pradesh,East Godavari,Anaparthy APMC,Paddy(Common),Paddy,FAQ,2369.0,2400.0,2369.0
2026-07-24,Andhra Pradesh,Visakhapatnam,Pendurthi APMC,Paddy(Common),Paddy,Local,2369.0,2369.0,2369.0
2026-07-24,Andhra Pradesh,Palnadu,Durgi APMC,Paddy(Common),Paddy,FAQ,1900.0,2400.0,2200.0
2026-07-25,Andhra Pradesh,Palnadu,Durgi APMC,Paddy(Common),Paddy,FAQ,2100.0,2500.0,2300.0
2026-07-26,Andhra Pradesh,Srikakulam,Pathapatnam APMC,Paddy(Common),Paddy,FAQ,2369.0,2500.0,2369.0
2026-07-24,Andhra Pradesh,Palnadu,Ipur APMC,Paddy(Common),Paddy,FAQ,2300.0,2400.0,2350.0
2026-07-24,Andhra Pradesh,Anakapally,Chodavaram APMC,Paddy(Common),Paddy,Local,2200.0,2400.0,2300.0
2026-07-24,Andhra Pradesh,Srikakulam,Amadalavalasa APMC,Paddy(Common),Paddy,FAQ,2369.0,2369.0,2369.0
2026-07-24,Andhra Pradesh,Anakapally,Madugula APMC,Paddy(Common),Paddy,Local,2200.0,2400.0,2300.0
2026-07-24,Andhra Pradesh,East Godavari,Anaparthy APMC,Paddy(Common),Paddy,FAQ,2369.0,2410.0,2369.0
2026-07-24,Andhra Pradesh,Prakasam,Maddipadu APMC,Paddy(Common),Paddy,FAQ,2550.0,2550.0,2550.0
2026-07-24,Andhra Pradesh,West Godavari,Akiveedu APMC,Paddy(Common),Paddy,Local,2300.0,2500.0,2369.0
2026-07-25,Andhra Pradesh,Prakasam,Addanki APMC,Paddy(Common),Paddy,Local,2390.0,2430.0,2410.0
2026-07-29,Andhra Pradesh,Srikakulam,Amadalavalasa APMC,Paddy(Common),Paddy,FAQ,2369.0,2369.0,2369.0
2026-07-25,Andhra Pradesh,Tirupathi,Nagalapuram APMC,Paddy(Common),Paddy,Local,2125.0,2212.5,2187.5
2026-07-29,Andhra Pradesh,Palnadu,Pidugurala APMC,Paddy(Common),Paddy,FAQ,2350.0,2450.0,2400.0
2026-07-25,Andhra Pradesh,Srikakulam,Amadalavalasa APMC,Paddy(Common),Paddy,FAQ,2369.0,2369.0,2369.0
2026-07-27,Andhra Pradesh,Anakapally,Chodavaram APMC,Paddy(Common),Paddy,Local,2200.0,2400.0,2300.0
2026-07-26,Andhra Pradesh,Anakapally,Madugula APMC,Paddy(Common),Paddy,Local,2200.0,2400.0,2300.0
2026-07-26,Andhra Pradesh,Anakapally,Chodavaram APMC,Paddy(Common),Paddy,Local,2200.0,2400.0,2300.0
2026-07-27,Andhra Pradesh,Visakhapatnam,Pendurthi APMC,Paddy(Common),Paddy,Local,2300.0,2300.0,2300.0
2026-07-24,Andhra Pradesh,YSR Kadapa,Proddatur APMC,Paddy(Common),Paddy,Local,2400.0,2400.0,2400.0
2026-07-27,Andhra Pradesh,Palnadu,Durgi APMC,Paddy(Common),Paddy,FAQ,2200.0,2600.0,2400.0
2026-07-27,Andhra Pradesh,Srikakulam,Amadalavalasa APMC,Paddy(Common),Paddy,FAQ,2369.0,2369.0,2369.0
2026-07-29,Andhra Pradesh,YSR Kadapa,Proddatur APMC,Paddy(Common),Paddy,Local,2450.0,2450.0,2450.0
2026-07-27,Andhra Pradesh,Nandyal,Nandyal APMC,Paddy(Common),Paddy,Local,2200.0,2400.0,2200.0
2026-07-28,Andhra Pradesh,Srikakulam,Pathapatnam APMC,Paddy(Common),Paddy,FAQ,2369.0,2500.0,2369.0
2026-07-27,Andhra Pradesh,Tirupathi,Nagalapuram APMC,Paddy(Common),Paddy,Local,2125.0,2212.5,2200.0
2026-07-28,Andhra Pradesh,Tirupathi,B.N.Kandriga APMC,Paddy(Common),Paddy,Local,2400.0,2400.0,2400.0
2026-07-28,Andhra Pradesh,East Godavari,Anaparthy APMC,Paddy(Common),Paddy,FAQ,2369.0,2450.0,2369.0
2026-07-26,Andhra Pradesh,SPSR Nellore,Kovur APMC,Paddy(Common),Paddy,Local,2183.0,2369.0,2320.0
2026-07-28,Andhra Pradesh,Anakapally,Chodavaram APMC,Paddy(Common),Paddy,Local,2200.0,2400.0,2300.0
2026-07-27,Andhra Pradesh,Dr.B.R.A.Konaseema,Alamuru APMC,Paddy(Common),Paddy,FAQ,2369.0,2389.0,2369.0
2026-07-27,Andhra Pradesh,Palnadu,Pidugurala APMC,Paddy(Common),Paddy,FAQ,2350.0,2500.0,2400.0
2026-07-28,Andhra Pradesh,West Godavari,Palakole APMC,Paddy(Common),Paddy,Local,2375.0,2375.0,2375.0
2026-07-29,Andhra Pradesh,Anakapally,Madugula APMC,Paddy(Common),Paddy,Local,2200.0,2400.0,2300.0
2026-07-29,Andhra Pradesh,West Godavari,Palakole APMC,Paddy(Common),Paddy,Local,2375.0,2375.0,2375.0
2026-07-28,Andhra Pradesh,East Godavari,Rajahmundry APMC,Paddy(Common),Paddy,Local,2369.0,2369.0,2369.0
2026-07-31,Andhra Pradesh,Palnadu,Vinukonda APMC,Paddy(Common),Paddy,FAQ,2300.0,2500.0,2400.0
2026-07-30,Andhra Pradesh,Dr.B.R.A.Konaseema,Alamuru APMC,Paddy(Common),Paddy,FAQ,2369.0,2389.0,2369.0
2026-07-30,Andhra Pradesh,Tirupathi,Nagalapuram APMC,Paddy(Common),Paddy,Local,2187.5,2212.5,2200.0
2026-07-30,Andhra Pradesh,Bapatla,Parchur APMC,Paddy(Common),Paddy,Local,2300.0,2400.0,2300.0
2026-07-31,Andhra Pradesh,Palnadu,Pidugurala APMC,Paddy(Common),Paddy,FAQ,2350.0,2450.0,2400.0
2026-07-31,Andhra Pradesh,Palnadu,Narasaraopet APMC,Paddy(Common),Paddy,FAQ,3000.0,3000.0,3000.0
2026-07-31,Andhra Pradesh,Dr.B.R.A.Konaseema,Ramachandrapuram APMC,Paddy(Common),Paddy,FAQ,2369.0,2375.0,2369.0
2026-08-01,Andhra Pradesh,Anakapally,Madugula APMC,Paddy(Common),Paddy,Local,2200.0,2400.0,2300.0
2026-08-01,Andhra Pradesh,Palnadu,Vinukonda APMC,Paddy(Common),Paddy,FAQ,2200.0,2400.0,2300.0
2026-08-02,Andhra Pradesh,SPSR Nellore,Udayagiri APMC,Paddy(Common),Paddy,Local,2444.0,2464.0,2454.0
2026-08-02,Andhra Pradesh,Kakinada,Samalkot APMC,Paddy(Common),Paddy,FAQ,2369.0,2370.0,2369.0
2026-08-01,Andhra Pradesh,Krishna,Penamaluru (HQ-Kankipadu) APMC,Paddy(Common),Paddy,Local,2369.0,2369.0,2369.0
2026-08-02,Andhra Pradesh,West Godavari,Attili APMC,Paddy(Common),Paddy,Local,2369.0,2389.0,2369.0
2026-08-01,Andhra Pradesh,West Godavari,Palakole APMC,Paddy(Common),Paddy,Local,2370.0,2370.0,2370.0
2026-08-03,Andhra Pradesh,Palnadu,Rompicherla APMC,Paddy(Common),Paddy,FAQ,2300.0,2480.0,2400.0
2026-08-02,Andhra Pradesh,Srikakulam,Amadalavalasa APMC,Paddy(Common),Paddy,FAQ,2369.0,2369.0,2369.0
2026-08-03,Andhra Pradesh,Palnadu,Narasaraopet APMC,Paddy(Common),Paddy,FAQ,3000.0,3000.0,3000.0
2026-08-02,Andhra Pradesh,Prakasam,Addanki APMC,Paddy(Common),Paddy,FAQ,2370.0,2400.0,2390.0
2026-08-04,Andhra Pradesh,West Godavari,Attili APMC,Paddy(Common),Paddy,Local,2370.0,2390.0,2370.0
2026-08-04,Andhra Pradesh,Dr.B.R.A.Konaseema,Ramachandrapuram APMC,Paddy(Common),Paddy,FAQ,2369.0,2378.0,2369.0
2026-08-04,Andhra Pradesh,SPSR Nellore,Kovur APMC,Paddy(Common),Paddy,Local,2183.0,2369.0,2320.0
2026-08-03,Andhra Pradesh,SPSR Nellore,Kovur APMC,Paddy(Common),Paddy,Local,2320.0,2500.0,2369.0
2026-08-03,Andhra Pradesh,Palnadu,Sattenapalli APMC,Paddy(Common),Paddy,FAQ,3000.0,3500.0,3100.0
2026-08-05,Andhra Pradesh,Visakhapatnam,Pendurthi APMC,Paddy(Common),Paddy,Local,2300.0,2300.0,2300.0
2026-08-04,Andhra Pradesh,Visakhapatnam,Pendurthi APMC,Paddy(Common),Paddy,Local,2300.0,2300.0,2300.0
2026-08-04,Andhra Pradesh,Krishna,Penamaluru (HQ-Kankipadu) APMC,Paddy(Common),Paddy,Local,2369.0,2369.0,2369.0
2026-08-05,Andhra Pradesh,Palnadu,Pidugurala APMC,Paddy(Common),Paddy,FAQ,2550.0,2550.0,2550.0
2026-08-04,Andhra Pradesh,Bapatla,Parchur APMC,Paddy(Common),Paddy,FAQ,2300.0,2500.0,2400.0
2026-08-05,Andhra Pradesh,Anakapally,Chodavaram APMC,Paddy(Common),Paddy,Local,2200.0,2400.0,2300.0
2026-08-05,Andhra Pradesh,Anakapally,Madugula APMC,Paddy(Common),Paddy,Local,2200.0,2400.0,2300.0
2026-08-05,Andhra Pradesh,Srikakulam,Kothabommali APMC,Paddy(Common),Paddy,Local,2500.0,2500.0,2500.0
2026-08-05,Andhra Pradesh,Palnadu,Vinukonda APMC,Paddy(Common),Paddy,FAQ,2200.0,2400.0,2300.0
2026-08-05,Andhra Pradesh,Tirupathi,Nagalapuram APMC,Paddy(Common),Paddy Coarse,Local,2312.5,2337.5,2325.0
2026-07-31,Andhra Pradesh,Tirupathi,Srikalahasti APMC,Paddy(Common),Paddy Medium,Local,2300.0,2600.0,2450.0
2026-07-24,Andhra Pradesh,Tirupathi,Srikalahasti APMC,Paddy(Common),Paddy Medium,Local,2500.0,2500.0,2500.0
2026-07-22,Andhra Pradesh,Tirupathi,Srikalahasti APMC,Paddy(Common),Paddy Medium,Local,2500.0,2500.0,2500.0
2026-07-23,Andhra Pradesh,Kakinada,Sampara (Kakinada Rural) APMC,Paddy(Common),Paddy Medium,Local,2369.0,2389.0,2379.0
2026-07-24,Andhra Pradesh,Kakinada,Sampara (Kakinada Rural) APMC,Paddy(Common),Paddy Medium,Local,2369.0,2389.0,2379.0
2026-07-28,Andhra Pradesh,Tirupathi,Srikalahasti APMC,Paddy(Common),Paddy Medium,Local,2200.0,2500.0,2350.0
2026-08-03,Andhra Pradesh,Kakinada,Sampara (Kakinada Rural) APMC,Paddy(Common),Paddy Medium,FAQ,2369.0,2389.0,2379.0
2026-07-25,Andhra Pradesh,Visakhapatnam,Bhimunipatnam APMC,Paddy(Common),Samba Masuri,Local,2369.0,2369.0,2369.0
2026-07-28,Andhra Pradesh,Visakhapatnam,Bhimunipatnam APMC,Paddy(Common),Samba Masuri,Local,2369.0,2369.0,2369.0
2026-08-02,Andhra Pradesh,Visakhapatnam,Bhimunipatnam APMC,Paddy(Common),Samba Masuri,Local,2369.0,2369.0,2369.0
2026-08-05,Andhra Pradesh,Visakhapatnam,Bhimunipatnam APMC,Paddy(Common),Samba Masuri,Local,2369.0,2369.0,2369.0
2026-07-26,Andhra Pradesh,Srikakulam,Ichapuram APMC,Paddy(Common),Sannalu,Local,2369.0,2369.0,2369.0
2026-08-02,Andhra Pradesh,Srikakulam,Ichapuram APMC,Paddy(Common),Sannalu,Local,2369.0,2369.0,2369.0
2026-07-01,Andhra Pradesh,NTR,Tiruvuru APMC,Paddy(Common),Sona,Local,2400.0,2400.0,2400.0
2026-07-02,Andhra Pradesh,NTR,Tiruvuru APMC,Paddy(Common),Sona,Local,2100.0,2100.0,2100.0
2026-07-06,Andhra Pradesh,NTR,Tiruvuru APMC,Paddy(Common),Sona,Local,2450.0,2450.0,2450.0
2026-07-09,Andhra Pradesh,NTR,Tiruvuru APMC,Paddy(Common),Sona,Local,2450.0,2450.0,2450.0
2026-07-10,Andhra Pradesh,NTR,Tiruvuru APMC,Paddy(Common),Sona,Local,2459.0,2459.0,2459.0
2026-07-23,Andhra Pradesh,Nandyal,Atmakur (Nandyal District) APMC,Paddy(Common),Sona,FAQ,2400.0,2400.0,2400.0
2026-07-15,Andhra Pradesh,NTR,Tiruvuru APMC,Paddy(Common),Sona,Local,2500.0,2500.0,2500.0
2026-07-18,Andhra Pradesh,NTR,Tiruvuru APMC,Paddy(Common),Sona,Local,2500.0,2500.0,2500.0
2026-07-21,Andhra Pradesh,NTR,Tiruvuru APMC,Paddy(Common),Sona,Local,2500.0,2500.0,2500.0
2026-07-29,Andhra Pradesh,Nandyal,Atmakur (Nandyal District) APMC,Paddy(Common),Sona,FAQ,2420.0,2420.0,2420.0
2026-08-01,Andhra Pradesh,Nandyal,Atmakur (Nandyal District) APMC,Paddy(Common),Sona,FAQ,2400.0,2400.0,2400.0
2026-08-03,Andhra Pradesh,NTR,Tiruvuru APMC,Paddy(Common),Sona,Local,2600.0,2600.0,2600.0
2026-08-04,Andhra Pradesh,Nandyal,Atmakur (Nandyal District) APMC,Paddy(Common),Sona,FAQ,2500.0,2500.0,2500.0
2026-07-24,Andhra Pradesh,Nandyal,Banaganapalli APMC,Paddy(Common),Sona Mahsuri,FAQ,2000.0,2400.0,2200.0
2026-07-29,Andhra Pradesh,Nandyal,Banaganapalli APMC,Paddy(Common),Sona Mahsuri,FAQ,2000.0,2400.0,2200.0
2026-07-31,Andhra Pradesh,Nandyal,Banaganapalli APMC,Paddy(Common),Sona Mahsuri,FAQ,2000.0,2400.0,2200.0
2026-08-02,Andhra Pradesh,Nandyal,Banaganapalli APMC,Paddy(Common),Sona Mahsuri,FAQ,2100.0,2300.0,2200.0
2026-08-05,Andhra Pradesh,Nandyal,Panyam APMC,Paddy(Common),Sona Mahsuri,FAQ,2300.0,2300.0,2300.0
2026-07-01,Andhra Pradesh,Vijayanagaram,Kothavalasa APMC,Paddy(Common),1001,Local,2369.0,2369.0,2369.0
2026-07-01,Andhra Pradesh,Dr.B.R.A.Konaseema,Amalapuram APMC,Paddy(Common),1001,Local,2369.0,2400.0,2369.0
2026-07-01,Andhra Pradesh,Eluru,Polavaram APMC,Paddy(Common),1001,Local,2390.0,2390.0,2390.0
2026-07-17,Andhra Pradesh,Eluru,Polavaram APMC,Paddy(Common),1001,Local,2445.0,2445.0,2445.0
2026-07-06,Andhra Pradesh,Dr.B.R.A.Konaseema,Amalapuram APMC,Paddy(Common),1001,Local,2369.0,2400.0,2369.0
2026-07-10,Andhra Pradesh,Dr.B.R.A.Konaseema,Amalapuram APMC,Paddy(Common),1001,Local,2369.0,2400.0,2369.0
2026-07-25,Andhra Pradesh,Srikakulam,Kanchili APMC,Paddy(Common),1001,FAQ,2400.0,2400.0,2400.0
2026-07-23,Andhra Pradesh,Eluru,Polavaram APMC,Paddy(Common),1001,Local,2445.0,2445.0,2445.0
2026-07-25,Andhra Pradesh,Anakapally,Payakaraopeta APMC,Paddy(Common),1001,Local,2349.0,2369.0,2359.0
2026-07-13,Andhra Pradesh,Dr.B.R.A.Konaseema,Amalapuram APMC,Paddy(Common),1001,Local,2369.0,2400.0,2369.0
2026-07-29,Andhra Pradesh,Srikakulam,Kanchili APMC,Paddy(Common),1001,FAQ,2400.0,2400.0,2400.0
2026-07-28,Andhra Pradesh,Srikakulam,Kanchili APMC,Paddy(Common),1001,FAQ,2400.0,2400.0,2400.0
2026-07-14,Andhra Pradesh,Dr.B.R.A.Konaseema,Amalapuram APMC,Paddy(Common),1001,Local,2369.0,2400.0,2369.0
2026-07-23,Andhra Pradesh,Dr.B.R.A.Konaseema,Amalapuram APMC,Paddy(Common),1001,FAQ,2369.0,2468.0,2369.0
2026-07-21,Andhra Pradesh,Vijayanagaram,Kothavalasa APMC,Paddy(Common),1001,Local,2369.0,2369.0,2369.0
2026-07-22,Andhra Pradesh,Eluru,Polavaram APMC,Paddy(Common),1001,Local,2445.0,2445.0,2445.0
2026-07-22,Andhra Pradesh,Vijayanagaram,Kothavalasa APMC,Paddy(Common),1001,Local,2369.0,2369.0,2369.0
2026-07-23,Andhra Pradesh,Kakinada,Peddapuram APMC,Paddy(Common),1001,FAQ,2369.0,2400.0,2380.0
2026-07-22,Andhra Pradesh,Prakasam,Santhamaguluru APMC,Paddy(Common),1001,Local,2400.0,2500.0,2450.0
2026-07-22,Andhra Pradesh,Kakinada,Peddapuram APMC,Paddy(Common),1001,Local,2390.0,2500.0,2450.0
2026-07-25,Andhra Pradesh,West Godavari,Tadepalligudem APMC,Paddy(Common),1001,Local,2445.0,2445.0,2445.0
2026-07-23,Andhra Pradesh,Anakapally,Yellamanchili APMC,Paddy(Common),1001,Local,2390.0,2450.0,2400.0
2026-07-23,Andhra Pradesh,West Godavari,Tadepalligudem APMC,Paddy(Common),1001,Local,2445.0,2445.0,2445.0
2026-07-28,Andhra Pradesh,Kakinada,Pithapuram APMC,Paddy(Common),1001,FAQ,2369.0,2389.0,2379.0
2026-07-23,Andhra Pradesh,Vijayanagaram,Kothavalasa APMC,Paddy(Common),1001,Local,2369.0,2369.0,2369.0
2026-07-23,Andhra Pradesh,Kakinada,Karapa APMC,Paddy(Common),1001,FAQ,2360.0,2369.0,2366.0
2026-07-27,Andhra Pradesh,Kakinada,Peddapuram APMC,Paddy(Common),1001,FAQ,2369.0,2390.0,2369.0
2026-07-24,Andhra Pradesh,Krishna,Gannavaram APMC,Paddy(Common),1001,Local,2369.0,2369.0,2369.0
2026-07-24,Andhra Pradesh,Srikakulam,Srikakulam APMC,Paddy(Common),1001,FAQ,2400.0,2400.0,2400.0
2026-07-26,Andhra Pradesh,Kakinada,Peddapuram APMC,Paddy(Common),1001,FAQ,2369.0,2400.0,2369.0
2026-07-28,Andhra Pradesh,Kakinada,Prattipadu APMC,Paddy(Common),1001,FAQ,2369.0,2380.0,2369.0
2026-07-27,Andhra Pradesh,Anakapally,Payakaraopeta APMC,Paddy(Common),1001,Local,2349.0,2369.0,2359.0
2026-07-26,Andhra Pradesh,Anakapally,Payakaraopeta APMC,Paddy(Common),1001,Local,2349.0,2369.0,2359.0
2026-07-25,Andhra Pradesh,Vijayanagaram,Kothavalasa APMC,Paddy(Common),1001,Local,2369.0,2369.0,2369.0
2026-07-25,Andhra Pradesh,Kakinada,Pithapuram APMC,Paddy(Common),1001,FAQ,2369.0,2389.0,2379.0
2026-07-30,Andhra Pradesh,NTR,Vijayawada APMC,Paddy(Common),1001,Local,2369.0,2369.0,2369.0
2026-07-27,Andhra Pradesh,Vijayanagaram,Kothavalasa APMC,Paddy(Common),1001,Local,2369.0,2369.0,2369.0
2026-07-27,Andhra Pradesh,Kakinada,Karapa APMC,Paddy(Common),1001,FAQ,2360.0,2369.0,2365.0
2026-07-26,Andhra Pradesh,Srikakulam,Srikakulam APMC,Paddy(Common),1001,FAQ,2400.0,2400.0,2400.0
2026-07-26,Andhra Pradesh,West Godavari,Penugonda APMC,Paddy(Common),1001,Local,2369.0,2380.0,2370.0
2026-07-28,Andhra Pradesh,Anakapally,Yellamanchili APMC,Paddy(Common),1001,Local,2390.0,2450.0,2400.0
2026-07-29,Andhra Pradesh,Anakapally,Yellamanchili APMC,Paddy(Common),1001,Local,2390.0,2450.0,2400.0
2026-07-29,Andhra Pradesh,Anakapally,Narsipatnam APMC,Paddy(Common),1001,Local,2390.0,2450.0,2400.0
2026-07-30,Andhra Pradesh,West Godavari,Bhimavaram APMC,Paddy(Common),1001,Grade Range-1,2360.0,2360.0,2360.0
2026-07-29,Andhra Pradesh,Srikakulam,Srikakulam APMC,Paddy(Common),1001,FAQ,2400.0,2400.0,2400.0
2026-07-27,Andhra Pradesh,Krishna,Gannavaram APMC,Paddy(Common),1001,Local,2369.0,2369.0,2369.0
2026-07-30,Andhra Pradesh,East Godavari,Mandapeta APMC,Paddy(Common),1001,FAQ,2369.0,2400.0,2389.0
2026-07-29,Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,FAQ,2369.0,2369.0,2369.0
2026-07-31,Andhra Pradesh,West Godavari,Tadepalligudem APMC,Paddy(Common),1001,FAQ,2445.0,2445.0,2445.0
2026-07-29,Andhra Pradesh,West Godavari,Tadepalligudem APMC,Paddy(Common),1001,Local,2445.0,2445.0,2445.0
2026-07-30,Andhra Pradesh,West Godavari,Penugonda APMC,Paddy(Common),1001,Local,2369.0,2380.0,2370.0
2026-07-31,Andhra Pradesh,Vijayanagaram,Kothavalasa APMC,Paddy(Common),1001,Local,2369.0,2369.0,2369.0
2026-07-31,Andhra Pradesh,West Godavari,Penugonda APMC,Paddy(Common),1001,Local,2369.0,2380.0,2370.0
2026-07-29,Andhra Pradesh,West Godavari,Tanuku APMC,Paddy(Common),1001,Local,2345.0,2440.0,2353.64
