date,state,District,Market,commodity,variety,grade,modal_price,min_price,max_price,weighted_avg_modal_price,arrival_qty_mt,rainfall,msp_value,data_source
2025-09-03,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2505.3,2473.01,2540.44,2505.3,80.76,4.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-04,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2520.73,2488.13,2561.2,2520.73,29.96,0.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-05,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2514.66,2473.55,2553.77,2514.66,69.48,0.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-06,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2523.02,2484.96,2550.4,2523.02,60.05,5.0,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-07,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2506.1,2472.37,2542.92,2506.1,44.12,1.5,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-08,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2510.66,2472.62,2555.04,2510.66,26.2,0.5,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-09,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2520.02,2493.96,2548.16,2520.02,71.04,1.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-10,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2513.66,2485.05,2555.72,2513.66,65.35,1.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-11,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2497.86,2460.32,2536.91,2497.86,34.73,11.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-12,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2507.53,2469.7,2548.01,2507.53,78.04,4.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-13,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2510.3,2469.82,2540.94,2510.3,44.9,2.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-14,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2511.58,2478.52,2542.34,2511.58,57.2,12.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-15,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2526.02,2486.57,2569.14,2526.02,29.55,8.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-16,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2523.94,2485.26,2556.14,2523.94,90.24,2.5,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-17,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2523.2,2478.93,2549.46,2523.2,138.73,8.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-18,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2538.63,2509.33,2575.64,2538.63,56.57,1.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-19,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2532.61,2496.58,2560.11,2532.61,76.17,0.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-20,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2530.26,2493.22,2571.19,2530.26,8.69,0.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-21,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2512.52,2467.55,2550.35,2512.52,49.91,3.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-22,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2525.58,2496.56,2568.07,2525.58,89.73,2.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-23,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2528.11,2492.65,2568.81,2528.11,91.61,3.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-24,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2523.0,2491.08,2550.24,2523.0,51.88,4.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-25,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2540.57,2505.05,2573.19,2540.57,19.62,0.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-26,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2527.92,2498.28,2568.41,2527.92,105.91,0.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-27,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2518.26,2492.31,2551.61,2518.26,112.88,2.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-28,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2520.68,2484.23,2565.13,2520.68,85.19,0.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-29,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2547.48,2515.76,2587.19,2547.48,60.15,3.5,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-30,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2526.41,2497.77,2551.72,2526.41,18.27,2.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-01,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2513.68,2482.2,2556.28,2513.68,152.59,3.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-02,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2526.05,2500.06,2553.07,2526.05,76.45,1.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-03,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2516.75,2472.74,2544.56,2516.75,27.06,3.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-04,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2539.21,2502.59,2578.9,2539.21,12.16,6.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-05,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2516.74,2475.44,2559.04,2516.74,9.55,21.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-06,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2521.65,2488.19,2557.38,2521.65,69.41,6.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-07,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2533.38,2490.31,2564.16,2533.38,115.24,2.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-08,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2542.69,2508.02,2574.72,2542.69,110.06,0.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-09,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2533.72,2497.24,2565.58,2533.72,28.26,4.0,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-10,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2524.66,2489.82,2556.19,2524.66,143.52,9.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-11,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2536.62,2496.95,2566.48,2536.62,154.65,0.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-12,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2531.85,2495.52,2569.03,2531.85,107.35,1.0,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-13,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2545.07,2514.64,2588.08,2545.07,11.59,0.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-14,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2543.25,2515.34,2574.39,2543.25,40.46,4.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-15,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2532.51,2495.39,2561.24,2532.51,53.39,1.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-16,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2543.43,2508.65,2585.2,2543.43,101.09,0.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-17,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2539.73,2512.81,2579.57,2539.73,108.84,7.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-18,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2548.86,2515.95,2592.48,2548.86,76.54,2.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-19,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2544.17,2508.87,2572.48,2544.17,59.36,1.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-20,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2542.99,2501.45,2570.88,2542.99,50.64,1.5,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-21,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2549.56,2523.04,2585.39,2549.56,66.93,1.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-22,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2539.38,2507.41,2576.67,2539.38,27.35,2.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-23,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2533.37,2491.92,2567.97,2533.37,110.68,1.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-24,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2541.46,2503.49,2578.44,2541.46,22.51,2.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-25,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2537.29,2506.49,2565.9,2537.29,32.59,5.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-26,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2545.23,2503.32,2579.82,2545.23,8.55,3.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-27,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2541.15,2506.28,2579.31,2541.15,32.22,1.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-28,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2544.12,2509.15,2577.77,2544.12,65.85,2.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-29,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2531.5,2486.97,2570.09,2531.5,154.39,6.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-30,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2545.42,2501.48,2579.44,2545.42,32.08,0.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-31,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2531.28,2499.11,2562.95,2531.28,48.48,0.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-01,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2549.45,2521.64,2580.52,2549.45,79.52,2.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-02,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2549.65,2518.14,2582.87,2549.65,45.05,3.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-03,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2544.9,2519.29,2570.36,2544.9,116.97,0.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-04,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2544.76,2519.34,2583.13,2544.76,8.39,4.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-05,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2540.64,2507.73,2582.54,2540.64,86.77,3.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-06,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2537.74,2493.92,2569.83,2537.74,63.59,9.0,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-07,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2542.57,2500.14,2568.49,2542.57,28.97,0.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-08,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2558.67,2523.44,2603.41,2558.67,101.43,4.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-09,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2544.74,2508.44,2575.01,2544.74,104.43,0.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-10,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2532.23,2507.11,2559.76,2532.23,24.52,2.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-11,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2529.41,2500.1,2561.81,2529.41,75.96,2.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-12,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2531.64,2506.14,2571.41,2531.64,60.91,1.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-13,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2540.18,2500.09,2571.06,2540.18,9.33,6.5,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-14,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2553.36,2525.45,2589.85,2553.36,72.66,0.0,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-15,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2535.08,2492.7,2568.39,2535.08,166.11,2.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-16,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2554.66,2516.79,2582.02,2554.66,71.78,0.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-17,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2544.73,2515.14,2576.34,2544.73,48.77,4.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-18,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2547.16,2519.01,2586.66,2547.16,115.34,0.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-19,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2546.92,2509.37,2584.16,2546.92,90.11,6.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-20,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2547.97,2504.95,2575.37,2547.97,24.43,6.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-21,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2539.91,2500.54,2568.18,2539.91,68.59,6.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-22,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2524.48,2492.51,2562.29,2524.48,43.05,0.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-23,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2538.38,2501.63,2579.65,2538.38,22.03,3.5,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-24,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2535.91,2504.69,2567.9,2535.91,129.55,0.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-25,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2545.42,2500.44,2582.33,2545.42,76.36,6.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-26,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2544.59,2504.61,2573.0,2544.59,84.53,4.5,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-27,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2540.55,2503.26,2571.78,2540.55,45.44,2.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-28,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2556.65,2523.18,2582.06,2556.65,50.01,4.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-29,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2537.35,2499.99,2577.72,2537.35,129.82,0.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-11-30,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2524.53,2492.7,2557.55,2524.53,53.51,2.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-01,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2543.14,2517.56,2584.46,2543.14,50.91,1.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-02,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2551.53,2518.63,2590.7,2551.53,110.27,12.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-03,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2544.14,2500.53,2585.71,2544.14,63.0,6.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-04,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2538.81,2501.28,2569.52,2538.81,90.24,4.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-05,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2543.39,2516.71,2572.09,2543.39,111.86,9.5,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-06,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2555.97,2513.27,2600.41,2555.97,57.56,1.5,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-07,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2534.04,2503.66,2573.39,2534.04,37.69,8.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-08,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2541.07,2511.19,2582.75,2541.07,8.72,1.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-09,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2545.94,2515.0,2571.2,2545.94,37.83,4.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-10,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2542.37,2505.83,2574.46,2542.37,22.09,4.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-11,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2538.1,2502.21,2577.96,2538.1,75.73,0.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-12,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2536.41,2501.58,2562.97,2536.41,33.8,1.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-13,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2537.26,2497.91,2573.61,2537.26,20.71,0.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-14,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2543.51,2512.18,2577.09,2543.51,17.31,20.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-15,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2542.75,2502.11,2568.1,2542.75,61.91,0.5,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-16,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2555.42,2526.91,2585.14,2555.42,76.69,2.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-17,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2526.05,2485.4,2556.75,2526.05,20.17,5.5,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-18,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2552.09,2513.81,2579.33,2552.09,19.2,0.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-19,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2536.06,2497.4,2573.69,2536.06,22.65,2.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-20,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2536.63,2502.0,2566.48,2536.63,44.21,3.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-21,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2543.87,2505.53,2574.42,2543.87,67.99,0.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-22,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2543.47,2516.87,2586.43,2543.47,46.61,5.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-23,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2545.54,2503.51,2579.88,2545.54,32.68,1.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-24,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2546.91,2520.8,2579.75,2546.91,50.48,0.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-25,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2535.21,2507.24,2574.69,2535.21,77.06,2.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-26,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2546.24,2509.7,2589.43,2546.24,47.67,1.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-27,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2529.71,2489.92,2555.21,2529.71,104.5,8.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-28,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2531.9,2505.37,2565.86,2531.9,116.2,7.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-29,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2532.47,2489.05,2569.69,2532.47,41.08,2.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-30,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2529.3,2484.83,2560.67,2529.3,103.84,1.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-12-31,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2533.56,2496.44,2574.01,2533.56,78.68,1.4,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-01,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2539.82,2505.2,2584.25,2539.82,154.85,1.1,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-02,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2537.43,2497.6,2581.3,2537.43,32.18,2.8,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-03,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2526.86,2495.29,2557.18,2526.86,192.97,5.7,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-04,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2525.75,2490.88,2555.28,2525.75,10.13,1.3,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-05,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2524.02,2480.7,2568.17,2524.02,35.0,0.7,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-06,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2531.11,2487.0,2565.28,2531.11,12.99,2.3,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-07,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2517.28,2473.74,2546.45,2517.28,183.68,0.3,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-08,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2522.32,2492.07,2561.46,2522.32,115.25,4.2,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-09,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2525.3,2495.65,2555.99,2525.3,91.65,2.6,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-10,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2536.93,2505.98,2567.27,2536.93,145.18,2.4,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-11,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2526.93,2493.1,2569.51,2526.93,41.7,1.3,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-12,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2535.54,2504.26,2563.79,2535.54,11.45,8.2,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-13,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2528.49,2496.01,2554.78,2528.49,60.4,0.3,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-14,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2522.69,2485.28,2553.07,2522.69,14.1,7.1,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-15,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2522.51,2482.26,2559.65,2522.51,64.16,1.7,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-16,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2516.14,2476.43,2543.6,2516.14,191.06,7.4,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-17,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2544.17,2502.88,2578.6,2544.17,58.15,4.6,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-18,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2533.31,2507.67,2570.86,2533.31,179.57,0.4,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-19,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2528.73,2502.78,2570.7,2528.73,18.97,6.2,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-20,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2512.95,2472.16,2542.55,2512.95,88.73,4.0,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-21,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2519.23,2483.57,2560.58,2519.23,64.23,0.1,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-22,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2514.5,2477.94,2544.2,2514.5,52.52,0.5,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-23,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2522.79,2496.74,2561.33,2522.79,45.39,3.5,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-24,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2513.81,2483.7,2547.42,2513.81,82.67,3.8,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-25,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2515.33,2477.56,2542.62,2515.33,118.44,4.8,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-26,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2512.93,2470.75,2552.22,2512.93,58.21,4.5,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-27,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2517.68,2474.34,2547.04,2517.68,137.85,3.8,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-28,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2519.62,2484.61,2548.15,2519.62,9.71,5.1,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-29,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2516.79,2480.88,2548.96,2516.79,109.64,3.0,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-30,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2530.21,2488.55,2568.28,2530.21,145.21,1.1,2320.0,Data.gov.in API Key + Open-Meteo
2026-01-31,Telangana,Suryapet,Suryapet,Paddy(Common),Common,FAQ,2523.89,2488.14,2553.57,2523.89,23.75,8.5,2320.0,Data.gov.in API Key + Open-Meteo
