date,state,District,Market,commodity,variety,grade,min_price,max_price,modal_price,weighted_avg_modal_price,day_of_week,month,week_of_year,arrival_qty_mt,arrival_lag_1,arrival_3d_mean,arrival_7d_mean,arrival_30d_mean,arrival_change_pct,is_likely_non_trading_day,rainfall,temp_max,temp_min,humidity,temp_avg,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_14d,rainfall_30d,heavy_rain_days_7d,very_heavy_rain_days_7d,heavy_rain_flag,consecutive_dry_days,dry_spell_5d,dry_spell_flag,heat_stress_days_7d,cold_stress_days_7d,temp_diurnal,temp_diurnal_7d_mean,high_humidity_days_7d,rainfall_anomaly_7d,rainfall_zscore_7d,temp_max_zscore_7d,season_year,season_rainfall_cum,is_procurement_active,msp_value,msp_announced,msp_changed,procurement_started,procurement_ended,spread,log_spread,target_modal_price,target_min_price,target_max_price,target_spread,target_log_spread,target_return,target_min_return,target_max_return,lag_1,lag_3,lag_7,lag_14,min_price_lag_1,min_price_rolling_mean_7,max_price_lag_1,max_price_rolling_mean_7,spread_lag_1,spread_rolling_mean_7,spread_rolling_std_7,log_spread_lag_1,ret_1,ret_3,ret_7,ret_14,rolling_mean_3,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_3,rolling_std_7,rolling_std_14,rolling_std_30,ratio_ma7,ratio_ma14,ratio_ma30,seasonal_ma_7,seasonal_ma_30,seasonal_trend,is_harvest_season,is_monsoon_season,non_trading_lag1_interaction,rain_arrival_interaction,rain_harvest_interaction,heat_monsoon_interaction
2026-02-21,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),,,2369.0,2379.0,2379.0,2377.0,5,2,8,0.0,20.9,6.966666666666666,6.364285714285584,230.50866666666667,0.0,1,0.1,35.3,21.5,58.0,28.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,79,1,0,0.0,0.0,13.799999999999997,13.5,0.0,-0.014285714285714287,-0.3778644994597422,0.6084728527460778,2025,78.3,0,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,2369.0,2369.0,2379.0,2379.0,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,0.0,0.0,0.0,0.0,0.9999999957930163,0.9999999957930163,0.9999999957930163,2377.0,2377.0,0.0,0,0,2377.0,0.0,0.0,0.0
2026-02-21,Andhra Pradesh,Nellore,Rapur,Paddy(Common),,,2375.0,2430.0,2420.0,2413.0,5,2,8,0.0,20.9,6.966666666666666,6.364285714285584,230.50866666666667,0.0,1,0.1,35.3,21.5,58.0,28.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,79,1,0,0.0,0.0,13.799999999999997,13.5,0.0,-0.014285714285714287,-0.3778644994597422,0.6084728527460778,2025,49.8,0,2320.0,0,0,0,0,55.0,4.02535169073515,2413.0,2375.0,2430.0,55.0,4.02535169073515,0.0,0.0,0.0,2413.0,2416.0,2426.0,2434.0,2375.0,2379.285714285714,2430.0,2444.285714285714,55.0,65.0,10.408329997330572,4.02535169073515,0.0,-0.0012417218491650585,-0.0053586149820337384,-0.008627773177371515,2415.0,2418.4285714285716,2423.9285714285716,2429.3,1.7320508075688772,5.2870011303580835,7.3428592807937525,7.091276817083894,0.9977553269630294,0.9954913764735879,0.9932902441308595,2418.4285714285716,2429.3,-5.371428571428623,0,0,2413.0,0.0,0.0,0.0
2026-02-22,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),,,2369.0,2379.0,2379.0,2377.0,6,2,8,0.0,0.0,6.966666666666666,6.364285714285584,225.21200000000002,-1.0,1,0.2,35.6,22.1,68.0,28.85,0.1,0.1,0.1,0.1,0.30000000000000004,0.0,0.0,0,80,1,0,1.0,0.0,13.5,13.5,0.0,0.08571428571428572,2.2671869967584533,1.08172951599303,2025,78.39999999999999,0,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,2369.0,2369.0,2379.0,2379.0,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,0.0,0.0,0.0,0.0,0.9999999957930163,0.9999999957930163,0.9999999957930163,2377.0,2377.0,0.0,0,0,2377.0,0.0,0.0,0.0
2026-02-22,Andhra Pradesh,Nellore,Rapur,Paddy(Common),,,2375.0,2430.0,2420.0,2413.0,6,2,8,0.0,0.0,6.966666666666666,6.364285714285584,225.21200000000002,-1.0,1,0.2,35.6,22.1,68.0,28.85,0.1,0.1,0.1,0.1,0.30000000000000004,0.0,0.0,0,80,1,0,1.0,0.0,13.5,13.5,0.0,0.08571428571428572,2.2671869967584533,1.08172951599303,2025,49.9,0,2320.0,0,0,0,0,55.0,4.02535169073515,2393.0,2375.0,2420.0,45.0,3.828641396489095,-0.008288437595157738,0.0,-0.004115226320513471,2413.0,2416.0,2426.0,2434.0,2375.0,2378.5714285714284,2430.0,2440.0,55.0,61.42857142857143,8.52168103246335,4.02535169073515,0.0,-0.0012417218491650585,-0.0053586149820337384,-0.008627773177371515,2414.0,2416.5714285714284,2422.4285714285716,2428.6,1.7320508075688772,4.3915503282719675,7.271803138085726,7.627536322088811,0.9985221051137061,0.996107797975612,0.9935765420671311,2416.5714285714284,2428.6,-6.1714285714283506,0,0,2413.0,0.0,0.0,0.0
2026-02-23,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),,,2369.0,2379.0,2379.0,2377.0,0,2,9,20.9,0.0,6.966666666666666,6.364285714285584,217.02533333333335,0.0,0,3.6,33.1,23.4,72.0,28.25,0.2,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.5,0.0,0.0,0,81,1,0,2.0,0.0,9.700000000000003,13.485714285714286,0.0,-3.1571428571428566,-2.2669584361543964,2.2837702992847366,2025,78.6,0,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,2369.0,2369.0,2379.0,2379.0,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,0.0,0.0,0.0,0.0,0.9999999957930163,0.9999999957930163,0.9999999957930163,2377.0,2377.0,0.0,0,0,0.0,0.0,0.0,0.0
2026-02-23,Andhra Pradesh,Nellore,Rapur,Paddy(Common),Common,Local,2375.0,2420.0,2390.0,2393.0,0,2,9,20.9,0.0,6.966666666666666,6.364285714285584,217.02533333333335,0.0,0,3.6,33.1,23.4,72.0,28.25,0.2,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.5,0.0,0.0,0,81,1,0,2.0,0.0,9.700000000000003,13.485714285714286,0.0,-3.1571428571428566,-2.2669584361543964,2.2837702992847366,2025,50.1,0,2320.0,0,0,0,0,45.0,3.828641396489095,2392.0,2380.0,2410.0,30.0,3.4339872044851463,-0.0004178854976268888,0.0021052631490304707,-0.004132231387883341,2413.0,2413.0,2416.0,2434.0,2375.0,2377.8571428571427,2430.0,2435.714285714286,55.0,57.857142857142854,2.672612419123853,4.02535169073515,-0.008288437595157738,-0.008288437595157738,-0.009519867510265448,-0.016844700012963433,2413.0,2414.714285714286,2420.9285714285716,2427.9,0.0,1.6035674514859146,6.855253860686257,8.065892429831182,0.9910075093551128,0.9884636904852058,0.9856254335614092,2414.714285714286,2427.9,-6.9714285714285325,0,0,0.0,0.0,0.0,0.0
2026-02-24,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),,,2369.0,2379.0,2379.0,2377.0,1,2,9,110.0,20.9,6.966666666666666,6.921428571428441,217.63866666666667,0.0,0,0.1,30.0,22.6,72.0,26.3,3.6,3.9000000000000004,3.9000000000000004,3.9000000000000004,4.1,0.0,0.0,0,0,0,0,2.0,0.0,7.399999999999999,12.985714285714286,0.0,0.4428571428571435,0.31798964489043624,0.2754295838333342,2025,82.2,0,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,2369.0,2369.0,2379.0,2379.0,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,0.0,0.0,0.0,0.0,0.9999999957930163,0.9999999957930163,0.9999999957930163,2377.0,2377.0,0.0,0,0,0.0,0.0,0.0,0.0
2026-02-24,Andhra Pradesh,Nellore,Rapur,Paddy(Common),Common,Local,2380.0,2410.0,2390.0,2392.0,1,2,9,110.0,20.9,6.966666666666666,6.921428571428441,217.63866666666667,0.0,0,0.1,30.0,22.6,72.0,26.3,3.6,3.9000000000000004,3.9000000000000004,3.9000000000000004,4.1,0.0,0.0,0,0,0,0,2.0,0.0,7.399999999999999,12.985714285714286,0.0,0.4428571428571435,0.31798964489043624,0.2754295838333342,2025,53.699999999999996,0,2320.0,0,0,0,0,30.0,3.4339872044851463,2392.0,2380.0,2410.0,30.0,3.4339872044851463,0.0,0.0,0.0,2393.0,2413.0,2416.0,2426.0,2375.0,2377.1428571428573,2420.0,2432.8571428571427,45.0,55.714285714285715,5.345224838248287,3.828641396489095,-0.0004178854976268888,-0.008702859474915624,-0.009933774793320468,-0.014014839183780546,2406.3333333333335,2411.4285714285716,2418.0,2426.5333333333333,11.54700538379258,8.263517065133712,9.198662110074832,10.190371836241576,0.991943123848577,0.9892473077367769,0.9857684447534131,2411.4285714285716,2426.5333333333333,-8.533333333333303,0,0,0.0,0.0,0.0,0.0
2026-02-25,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),,,2369.0,2379.0,2379.0,2377.0,2,2,9,25.0,110.0,43.63333333333333,21.68571428571416,221.30533333333332,4.2631578947368425,0,0.0,33.2,21.5,69.0,27.35,0.1,3.9,4.0,4.0,4.2,0.0,0.0,0,1,0,0,2.0,0.0,11.700000000000003,12.142857142857142,0.0,0.5428571428571431,0.38979375825279244,-2.214912903326406,2025,82.3,0,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,2369.0,2369.0,2379.0,2379.0,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,0.0,0.0,0.0,0.0,0.9999999957930163,0.9999999957930163,0.9999999957930163,2377.0,2377.0,0.0,0,0,0.0,0.0,0.0,0.0
2026-02-25,Andhra Pradesh,Nellore,Rapur,Paddy(Common),,,2380.0,2410.0,2390.0,2392.0,2,2,9,25.0,110.0,43.63333333333333,21.68571428571416,221.30533333333332,4.2631578947368425,0,0.0,33.2,21.5,69.0,27.35,0.1,3.9,4.0,4.0,4.2,0.0,0.0,0,1,0,0,2.0,0.0,11.700000000000003,12.142857142857142,0.0,0.5428571428571431,0.38979375825279244,-2.214912903326406,2025,53.8,0,2320.0,0,0,0,0,30.0,3.4339872044851463,2392.0,2380.0,2410.0,30.0,3.4339872044851463,0.0,0.0,0.0,2392.0,2413.0,2416.0,2426.0,2380.0,2377.1428571428573,2410.0,2428.5714285714284,30.0,51.42857142857143,10.690449676496868,3.4339872044851463,0.0,-0.008702859474915624,-0.009933774793320468,-0.014014839183780546,2399.3333333333335,2408.0,2415.5714285714284,2425.133333333333,11.846237095944705,10.67707825203348,11.195564270754552,11.875019661203217,0.9933554776023443,0.990241878921466,0.9863375168938991,2408.0,2425.133333333333,-9.56190476190477,0,0,0.0,0.0,0.0,0.0
2026-02-26,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),,,2369.0,2379.0,2379.0,2377.0,3,2,9,0.0,25.0,51.96666666666667,25.25714285714273,222.13866666666667,-0.7727272727272727,1,0.0,33.4,21.8,71.0,27.6,0.0,3.7,4.0,4.0,4.2,0.0,0.0,0,2,0,0,2.0,0.0,11.599999999999998,11.971428571428572,0.0,0.5428571428571431,0.38979375825279244,0.3557632124513914,2025,82.3,0,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,2369.0,2369.0,2379.0,2379.0,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,0.0,0.0,0.0,0.0,0.9999999957930163,0.9999999957930163,0.9999999957930163,2377.0,2377.0,0.0,0,0,2377.0,0.0,0.0,0.0
2026-02-26,Andhra Pradesh,Nellore,Rapur,Paddy(Common),,,2380.0,2410.0,2390.0,2392.0,3,2,9,0.0,25.0,51.96666666666667,25.25714285714273,222.13866666666667,-0.7727272727272727,1,0.0,33.4,21.8,71.0,27.6,0.0,3.7,4.0,4.0,4.2,0.0,0.0,0,2,0,0,2.0,0.0,11.599999999999998,11.971428571428572,0.0,0.5428571428571431,0.38979375825279244,0.3557632124513914,2025,53.8,0,2320.0,0,0,0,0,30.0,3.4339872044851463,2395.0,2375.0,2415.0,40.0,3.713572066704308,0.0012541805967634589,-0.0021008403273073935,0.0020746887880718308,2392.0,2393.0,2416.0,2426.0,2380.0,2377.1428571428573,2410.0,2424.285714285714,30.0,47.142857142857146,12.535663410560078,3.4339872044851463,0.0,-0.0004178854976268888,-0.009933774793320468,-0.014014839183780546,2392.3333333333335,2404.5714285714284,2413.1428571428573,2423.733333333333,0.5773502691936953,11.50155269021375,12.383966947733997,13.19595897740166,0.994771858980868,0.9912384519662151,0.9869072464507622,2404.5714285714284,2423.733333333333,-10.590476190475783,0,0,2392.0,0.0,0.0,0.0
2026-02-27,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),,,2369.0,2379.0,2379.0,2377.0,4,2,9,116.56,0.0,45.0,25.25714285714273,194.37199999999999,-1.0,0,0.0,33.7,22.8,74.0,28.25,0.0,0.1,4.0,4.0,4.2,0.0,0.0,0,3,0,0,2.0,0.0,10.900000000000002,11.685714285714285,0.0,0.5428571428571431,0.38979375825279244,0.5164304696875002,2025,82.3,0,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,2369.0,2369.0,2379.0,2379.0,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,0.0,0.0,0.0,0.0,0.9999999957930163,0.9999999957930163,0.9999999957930163,2377.0,2377.0,0.0,0,0,0.0,0.0,0.0,0.0
2026-02-27,Andhra Pradesh,Nellore,Rapur,Paddy(Common),Common,Local,2375.0,2415.0,2395.0,2395.0,4,2,9,116.56,0.0,45.0,25.25714285714273,194.37199999999999,-1.0,0,0.0,33.7,22.8,74.0,28.25,0.0,0.1,4.0,4.0,4.2,0.0,0.0,0,3,0,0,2.0,0.0,10.900000000000002,11.685714285714285,0.0,0.5428571428571431,0.38979375825279244,0.5164304696875002,2025,53.8,0,2320.0,0,0,0,0,40.0,3.713572066704308,2392.0,2380.0,2410.0,30.0,3.4339872044851463,-0.0012526095981101894,0.0021052631490304707,-0.0020703933661681433,2392.0,2392.0,2413.0,2426.0,2380.0,2377.1428571428573,2410.0,2420.0,30.0,42.857142857142854,12.535663410560073,3.4339872044851463,0.0012541805967634589,0.0012541805967634589,-0.007459593835641964,-0.012778235726388145,2392.0,2401.1428571428573,2410.714285714286,2422.3333333333335,0.0,11.09697513482427,12.987737242539321,14.254662475792927,0.9974416902771941,0.9934814773603731,0.9887161098580591,2401.1428571428573,2422.3333333333335,-11.619047619047706,0,0,0.0,0.0,0.0,0.0
2026-02-28,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),,,2369.0,2379.0,2379.0,2377.0,5,2,9,45.9,116.56,47.18666666666667,38.92285714285701,131.744,0.0,0,0.1,33.0,22.4,76.0,27.7,0.0,0.0,4.0,4.0,4.1000000000000005,0.0,0.0,0,4,0,0,2.0,0.0,10.600000000000001,11.228571428571428,0.0,0.5428571428571431,0.38979375825279244,0.757431355541672,2025,82.3,0,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,2369.0,2369.0,2379.0,2379.0,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,0.0,0.0,0.0,0.0,0.9999999957930163,0.9999999957930163,0.9999999957930163,2377.0,2377.0,0.0,0,0,0.0,0.0,0.0,0.0
2026-02-28,Andhra Pradesh,Nellore,Rapur,Paddy(Common),Common,Local,2380.0,2410.0,2390.0,2392.0,5,2,9,45.9,116.56,47.18666666666667,38.92285714285701,131.744,0.0,0,0.1,33.0,22.4,76.0,27.7,0.0,0.0,4.0,4.0,4.1000000000000005,0.0,0.0,0,4,0,0,2.0,0.0,10.600000000000001,11.228571428571428,0.0,0.5428571428571431,0.38979375825279244,0.757431355541672,2025,53.8,0,2320.0,0,0,0,0,30.0,3.4339872044851463,2392.0,2380.0,2410.0,30.0,3.4339872044851463,0.0,0.0,0.0,2395.0,2392.0,2413.0,2426.0,2375.0,2377.1428571428573,2415.0,2417.8571428571427,40.0,40.714285714285715,11.338934190276703,3.713572066704308,-0.0012526095981101894,0.0,-0.008702859474915624,-0.014014839183780546,2393.0,2398.5714285714284,2408.5,2421.0333333333333,1.7320508075702556,9.913915184515485,12.822756213973449,14.916973283945552,0.9972602698148767,0.9931492589032623,0.9880078713441592,2398.5714285714284,2421.0333333333333,-12.533333333333303,0,0,0.0,0.0,0.0,0.0
2026-03-01,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),,,2369.0,2379.0,2379.0,2377.0,6,3,9,0.0,45.9,54.153333333333336,45.47999999999987,70.84066666666666,-0.6062113932738504,1,0.0,32.9,21.8,75.0,27.35,0.1,0.1,4.0,4.1,4.1,0.0,0.0,0,5,1,0,1.0,0.0,11.099999999999998,10.771428571428572,0.0,0.5428571428571431,0.38979375825279244,0.19509595521527698,2025,82.39999999999999,0,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,2369.0,2369.0,2379.0,2379.0,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,0.0,0.0,0.0,0.0,0.9999999957930163,0.9999999957930163,0.9999999957930163,2377.0,2377.0,0.0,0,0,2377.0,0.0,0.0,0.0
2026-03-01,Andhra Pradesh,Nellore,Rapur,Paddy(Common),,,2380.0,2410.0,2390.0,2392.0,6,3,9,0.0,45.9,54.153333333333336,45.47999999999987,70.84066666666666,-0.6062113932738504,1,0.0,32.9,21.8,75.0,27.35,0.1,0.1,4.0,4.1,4.1,0.0,0.0,0,5,1,0,1.0,0.0,11.099999999999998,10.771428571428572,0.0,0.5428571428571431,0.38979375825279244,0.19509595521527698,2025,53.9,0,2320.0,0,0,0,0,30.0,3.4339872044851463,2391.0,2375.0,2410.0,35.0,3.58351893845611,-0.000418060198921153,-0.0021008403273073935,0.0,2392.0,2392.0,2413.0,2426.0,2380.0,2377.8571428571427,2410.0,2415.0,30.0,37.142857142857146,9.940297973879911,3.4339872044851463,0.0,0.0,-0.008702859474915624,-0.014014839183780546,2393.0,2395.5714285714284,2406.0714285714284,2419.633333333333,1.7320508075702556,7.764387566689901,12.468201311975811,15.61273426611378,0.9985091496275484,0.9941516954376952,0.988579532758767,2395.5714285714284,2419.633333333333,-13.56190476190477,0,0,2392.0,0.0,0.0,0.0
2026-03-02,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),,,2369.0,2379.0,2379.0,2377.0,0,3,10,25.0,0.0,54.153333333333336,45.47999999999987,42.84066666666667,-1.0,0,0.0,34.6,22.1,69.0,28.35,0.0,0.1,3.8000000000000003,4.1,4.1,0.0,0.0,0,6,1,0,0.0,0.0,12.5,10.428571428571429,0.0,3.1714285714285717,2.2658405005113127,-1.5912114141019058,2025,82.39999999999999,0,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,2369.0,2369.0,2379.0,2379.0,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,0.0,0.0,0.0,0.0,0.9999999957930163,0.9999999957930163,0.9999999957930163,2377.0,2377.0,0.0,0,0,0.0,0.0,0.0,0.0
2026-03-02,Andhra Pradesh,Nellore,Rapur,Paddy(Common),Common,Local,2375.0,2410.0,2390.0,2391.0,0,3,10,25.0,0.0,54.153333333333336,45.47999999999987,42.84066666666667,-1.0,0,0.0,34.6,22.1,69.0,28.35,0.0,0.1,3.8000000000000003,4.1,4.1,0.0,0.0,0,6,1,0,0.0,0.0,12.5,10.428571428571429,0.0,3.1714285714285717,2.2658405005113127,-1.5912114141019058,2025,53.9,0,2320.0,0,0,0,0,35.0,3.58351893845611,2391.0,2375.0,2410.0,35.0,3.58351893845611,0.0,0.0,0.0,2392.0,2395.0,2393.0,2416.0,2380.0,2378.5714285714284,2410.0,2412.1428571428573,30.0,33.57142857142857,6.267831705279857,3.4339872044851463,-0.000418060198921153,-0.001670146130813586,-0.0008357709952537776,-0.010347682076375488,2393.0,2392.5714285714284,2403.6428571428573,2418.233333333333,1.7320508075702556,1.1338934190525949,11.56657746637355,16.153751210193494,0.9993432009819665,0.9947401224550942,0.9887383310595683,2392.5714285714284,2418.233333333333,-14.590476190475783,0,0,0.0,0.0,0.0,0.0
2026-03-03,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),,,2369.0,2379.0,2379.0,2377.0,1,3,10,0.0,25.0,23.633333333333336,46.06571428571416,30.854333333333333,0.0,1,0.0,35.5,21.7,65.0,28.6,0.0,0.1,0.2,4.1,4.1,0.0,0.0,0,7,1,0,0.0,0.0,13.8,10.828571428571427,0.0,-0.42857142857142866,-0.3061946622312585,-0.29426512452569475,2025,82.39999999999999,0,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,2369.0,2369.0,2379.0,2379.0,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,0.0,0.0,0.0,0.0,0.9999999957930163,0.9999999957930163,0.9999999957930163,2377.0,2377.0,0.0,0,0,2377.0,0.0,0.0,0.0
2026-03-03,Andhra Pradesh,Nellore,Rapur,Paddy(Common),,,2375.0,2410.0,2390.0,2391.0,1,3,10,0.0,25.0,23.633333333333336,46.06571428571416,30.854333333333333,0.0,1,0.0,35.5,21.7,65.0,28.6,0.0,0.1,0.2,4.1,4.1,0.0,0.0,0,7,1,0,0.0,0.0,13.8,10.828571428571427,0.0,-0.42857142857142866,-0.3061946622312585,-0.29426512452569475,2025,53.9,0,2320.0,0,0,0,0,35.0,3.58351893845611,2391.0,2375.0,2410.0,35.0,3.58351893845611,0.0,0.0,0.0,2391.0,2392.0,2392.0,2416.0,2375.0,2378.5714285714284,2410.0,2410.714285714286,35.0,32.142857142857146,3.9339789623468397,3.58351893845611,0.0,-0.000418060198921153,-0.000418060198921153,-0.010347682076375488,2391.6666666666665,2392.285714285714,2401.8571428571427,2416.8,0.5773502691936953,1.2535663410786537,11.44120181191643,16.607850241830615,0.999462554045003,0.9954796841917815,0.9893247228180869,2392.285714285714,2416.8,-14.94285714285752,0,0,2391.0,0.0,0.0,0.0
2026-03-04,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),,,2369.0,2379.0,2379.0,2377.0,2,3,10,0.0,0.0,8.333333333333334,30.351428571428443,30.85433333333333,-1.0,1,0.0,35.1,21.4,71.0,28.25,0.0,0.0,0.1,4.1,4.1,0.0,0.0,0,8,1,0,1.0,0.0,13.700000000000003,11.742857142857146,0.0,-0.5285714285714287,-0.37764008341855215,0.39235349936759123,2025,82.39999999999999,0,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,2369.0,2369.0,2379.0,2379.0,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,0.0,0.0,0.0,0.0,0.9999999957930163,0.9999999957930163,0.9999999957930163,2377.0,2377.0,0.0,0,0,2377.0,0.0,0.0,0.0
2026-03-04,Andhra Pradesh,Nellore,Rapur,Paddy(Common),,,2375.0,2410.0,2390.0,2391.0,2,3,10,0.0,0.0,8.333333333333334,30.351428571428443,30.85433333333333,-1.0,1,0.0,35.1,21.4,71.0,28.25,0.0,0.0,0.1,4.1,4.1,0.0,0.0,0,8,1,0,1.0,0.0,13.700000000000003,11.742857142857146,0.0,-0.5285714285714287,-0.37764008341855215,0.39235349936759123,2025,53.9,0,2320.0,0,0,0,0,35.0,3.58351893845611,2391.0,2375.0,2410.0,35.0,3.58351893845611,0.0,0.0,0.0,2391.0,2392.0,2392.0,2416.0,2375.0,2377.8571428571427,2410.0,2410.714285714286,35.0,32.857142857142854,3.9339789623468446,3.58351893845611,0.0,-0.000418060198921153,-0.000418060198921153,-0.010347682076375488,2391.3333333333335,2392.1428571428573,2400.0714285714284,2415.366666666667,0.5773502691936953,1.345185418290271,11.006741191117682,16.92474893275155,0.9995222412680466,0.9962203464340095,0.9899118105329273,2392.1428571428573,2415.366666666667,-15.295238095238346,0,0,2391.0,0.0,0.0,0.0
2026-03-05,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),,,2369.0,2379.0,2379.0,2377.0,3,3,10,0.0,0.0,8.333333333333334,26.779999999999866,27.520999999999997,0.0,1,0.0,36.1,21.5,67.0,28.8,0.0,0.0,0.1,4.1,4.1,0.0,0.0,0,9,1,0,2.0,0.0,14.600000000000001,12.028571428571427,0.0,-0.5285714285714287,-0.37764008341855215,0.08718966652613139,2025,82.39999999999999,0,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,2369.0,2369.0,2379.0,2379.0,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,0.0,0.0,0.0,0.0,0.9999999957930163,0.9999999957930163,0.9999999957930163,2377.0,2377.0,0.0,0,0,2377.0,0.0,0.0,0.0
2026-03-05,Andhra Pradesh,Nellore,Rapur,Paddy(Common),,,2375.0,2410.0,2390.0,2391.0,3,3,10,0.0,0.0,8.333333333333334,26.779999999999866,27.520999999999997,0.0,1,0.0,36.1,21.5,67.0,28.8,0.0,0.0,0.1,4.1,4.1,0.0,0.0,0,9,1,0,2.0,0.0,14.600000000000001,12.028571428571427,0.0,-0.5285714285714287,-0.37764008341855215,0.08718966652613139,2025,53.9,0,2320.0,0,0,0,0,35.0,3.58351893845611,2391.0,2375.0,2410.0,35.0,3.58351893845611,0.0,0.0,0.0,2391.0,2391.0,2392.0,2416.0,2375.0,2377.1428571428573,2410.0,2410.714285714286,35.0,33.57142857142857,3.779644730091891,3.58351893845611,0.0,0.0,-0.000418060198921153,-0.010347682076375488,2391.0,2392.0,2398.285714285714,2413.9333333333334,0.0,1.4142135623932972,10.223867787063867,17.112071426499842,0.9995819356204768,0.9969621116400197,0.9904995954438138,2392.0,2413.9333333333334,-15.647619047619173,0,0,2391.0,0.0,0.0,0.0
