date,temp_max,temp_min,precipitation,rainfall,humidity,wind_max
2009-08-23,31.7,26.0,3.9,3.9,84,11.0
2009-08-24,27.7,25.1,28.6,28.6,92,12.2
2009-08-25,28.2,24.5,25.6,25.6,91,14.1
2009-08-26,28.2,23.9,6.9,6.9,86,21.3
2009-08-27,30.9,25.9,0.0,0.0,72,25.2
2009-08-28,31.8,26.2,0.0,0.0,73,19.5
2009-08-29,32.7,25.9,0.1,0.1,74,14.7
2009-08-30,32.6,25.9,10.6,10.6,80,13.7
2009-08-31,29.2,24.7,54.7,54.7,91,12.8
2009-09-01,30.6,24.5,10.9,10.9,87,10.5
2009-09-02,31.2,24.8,24.2,24.2,88,11.9
2009-09-03,30.1,24.5,13.3,13.3,88,16.2
2009-09-04,30.9,25.9,2.0,2.0,78,21.6
2009-09-05,30.9,26.6,2.2,2.2,76,24.3
2009-09-06,29.8,26.1,4.5,4.5,79,27.7
2009-09-07,31.7,26.5,0.9,0.9,72,22.6
2009-09-08,32.1,26.5,0.4,0.4,71,20.3
2009-09-09,32.3,26.4,0.3,0.3,71,15.5
2009-09-10,32.6,26.2,0.0,0.0,77,12.1
2009-09-11,32.2,25.8,0.4,0.4,83,7.9
2009-09-12,32.9,26.5,3.7,3.7,85,7.2
2009-09-13,32.7,25.9,4.7,4.7,85,8.6
2009-09-14,32.9,25.5,17.3,17.3,86,13.1
2009-09-15,34.3,25.9,0.0,0.0,79,11.2
2009-09-16,34.3,25.4,0.0,0.0,73,10.2
2009-09-17,34.7,24.2,0.0,0.0,69,7.6
2009-09-18,34.4,24.6,0.2,0.2,71,7.6
2009-09-19,30.3,25.4,16.3,16.3,89,7.8
2009-09-20,29.9,26.0,4.7,4.7,87,6.6
2009-09-21,30.6,25.2,10.3,10.3,88,8.1
2009-09-22,30.8,24.8,14.4,14.4,86,9.1
2009-09-23,31.6,25.1,4.3,4.3,87,11.0
2009-09-24,34.6,26.1,0.0,0.0,81,12.4
2009-09-25,34.9,26.8,0.0,0.0,69,16.4
2009-09-26,33.9,25.1,3.5,3.5,78,14.7
2009-09-27,29.7,25.1,16.2,16.2,91,10.0
2009-09-28,31.1,24.5,17.2,17.2,89,12.1
2009-09-29,26.7,25.1,68.6,68.6,95,12.0
2009-09-30,28.2,24.9,40.9,40.9,92,11.2
2009-10-01,28.4,25.2,4.2,4.2,88,14.0
2009-10-02,29.4,25.6,3.3,3.3,86,16.5
2009-10-03,29.0,25.6,3.6,3.6,86,16.8
2009-10-04,29.8,26.0,0.7,0.7,78,18.4
2009-10-05,30.1,26.1,0.1,0.1,77,19.8
2009-10-06,30.8,26.2,0.0,0.0,74,19.5
2009-10-07,32.0,25.9,6.3,6.3,80,15.0
2009-10-08,32.6,26.5,0.0,0.0,77,11.1
2009-10-09,32.9,25.3,0.0,0.0,75,8.4
2009-10-10,31.8,26.6,0.0,0.0,78,6.4
2009-10-11,31.4,25.4,10.0,10.0,85,10.5
2009-10-12,31.6,24.3,1.6,1.6,83,6.0
2009-10-13,31.2,23.7,0.5,0.5,83,7.3
2009-10-14,31.4,24.4,0.0,0.0,80,7.2
2009-10-15,31.4,23.1,0.3,0.3,78,7.0
2009-10-16,31.2,22.6,0.0,0.0,78,7.9
2009-10-17,31.7,23.2,0.0,0.0,79,9.1
2009-10-18,32.6,23.9,0.0,0.0,81,8.3
2009-10-19,32.4,23.9,0.0,0.0,83,10.1
2009-10-20,32.9,22.3,0.0,0.0,76,8.2
2009-10-21,31.9,23.2,0.0,0.0,77,7.3
2009-10-22,33.0,22.4,0.0,0.0,71,8.3
2009-10-23,32.3,21.6,0.0,0.0,72,8.3
2009-10-24,31.6,20.7,0.0,0.0,72,8.9
2009-10-25,31.5,20.5,0.0,0.0,70,9.9
2009-10-26,31.8,21.4,0.0,0.0,72,10.4
2009-10-27,31.9,22.1,0.0,0.0,73,11.4
2009-10-28,31.9,23.7,0.1,0.1,75,11.7
2009-10-29,31.6,24.0,0.0,0.0,73,11.5
2009-10-30,32.5,23.0,0.0,0.0,77,11.6
2009-10-31,32.3,23.0,0.0,0.0,75,10.5
2009-11-01,31.9,22.3,0.0,0.0,74,10.4
2009-11-02,31.6,22.1,0.0,0.0,72,15.1
2009-11-03,29.0,23.1,3.6,3.6,77,20.6
2009-11-04,28.5,23.9,18.1,18.1,81,19.0
2009-11-05,26.7,24.2,3.8,3.8,84,17.9
2009-11-06,26.7,23.6,3.6,3.6,88,19.5
2009-11-07,28.8,23.5,3.9,3.9,89,16.1
2009-11-08,26.8,24.2,2.8,2.8,90,12.7
2009-11-09,30.0,24.4,1.8,1.8,87,15.9
2009-11-10,29.5,24.0,1.6,1.6,87,17.3
2009-11-11,29.3,23.6,1.7,1.7,83,17.6
2009-11-12,28.9,24.7,5.5,5.5,88,12.0
2009-11-13,30.4,25.0,0.0,0.0,87,10.3
2009-11-14,31.1,24.1,0.0,0.0,84,10.5
2009-11-15,30.9,23.5,0.0,0.0,83,10.7
2009-11-16,30.6,24.4,5.0,5.0,85,14.4
2009-11-17,28.2,23.9,15.6,15.6,88,11.5
2009-11-18,29.0,23.5,8.8,8.8,90,7.6
2009-11-19,29.0,23.2,5.9,5.9,90,5.6
2009-11-20,28.9,23.2,2.3,2.3,87,7.1
2009-11-21,28.2,23.5,2.4,2.4,88,8.2
2009-11-22,28.9,23.6,1.0,1.0,85,14.7
2009-11-23,28.8,23.5,0.8,0.8,85,17.1
2009-11-24,29.6,22.7,0.5,0.5,82,11.8
2009-11-25,29.6,21.4,0.0,0.0,82,7.5
2009-11-26,29.4,20.3,0.0,0.0,80,9.9
2009-11-27,28.7,19.8,0.0,0.0,75,10.0
2009-11-28,28.1,19.7,0.0,0.0,73,12.2
2009-11-29,28.3,18.3,0.0,0.0,71,11.5
2009-11-30,28.0,18.1,0.0,0.0,73,11.7
2009-12-01,28.2,19.0,0.0,0.0,74,14.5
2009-12-02,29.2,19.7,0.0,0.0,74,13.5
2009-12-03,29.1,20.0,0.0,0.0,75,16.4
2009-12-04,28.9,19.6,0.0,0.0,74,11.8
2009-12-05,28.6,19.0,0.0,0.0,75,10.5
2009-12-06,28.4,18.8,0.0,0.0,75,10.9
2009-12-07,29.2,18.4,0.0,0.0,77,9.9
2009-12-08,29.3,18.8,0.0,0.0,77,11.5
2009-12-09,30.1,19.2,0.0,0.0,73,12.6
2009-12-10,29.8,20.0,0.0,0.0,74,11.7
2009-12-11,29.7,20.5,0.0,0.0,75,16.2
2009-12-12,29.6,20.5,0.0,0.0,73,16.3
2009-12-13,29.5,20.9,0.0,0.0,71,17.1
2009-12-14,29.6,20.8,0.0,0.0,71,17.9
2009-12-15,30.2,20.2,0.0,0.0,71,15.6
2009-12-16,29.0,20.8,0.0,0.0,75,13.4
2009-12-17,25.7,20.9,3.7,3.7,77,11.9
2009-12-18,29.7,19.3,0.0,0.0,75,11.9
2009-12-19,30.0,20.6,0.0,0.0,75,14.8
2009-12-20,29.9,21.2,0.0,0.0,74,17.3
2009-12-21,29.2,21.6,0.4,0.4,74,18.4
2009-12-22,28.9,21.1,0.0,0.0,76,13.1
2009-12-23,28.9,20.6,0.0,0.0,73,11.5
2009-12-24,29.2,19.7,0.0,0.0,68,11.5
2009-12-25,28.4,16.8,0.0,0.0,64,11.2
2009-12-26,28.8,16.5,0.0,0.0,64,10.2
2009-12-27,29.2,17.0,0.0,0.0,68,12.0
2009-12-28,28.5,17.7,0.0,0.0,69,13.3
2009-12-29,29.0,18.9,0.0,0.0,70,15.0
2009-12-30,28.6,19.6,0.0,0.0,69,8.9
2009-12-31,30.0,19.9,0.0,0.0,70,8.1
2010-01-01,30.8,19.1,0.0,0.0,73,15.9
2010-01-02,28.5,20.5,0.0,0.0,70,15.9
2010-01-03,29.1,18.3,0.0,0.0,67,12.1
2010-01-04,29.6,17.9,0.0,0.0,69,13.2
2010-01-05,31.6,18.0,0.0,0.0,68,15.8
2010-01-06,29.3,18.5,0.0,0.0,69,13.0
2010-01-07,28.5,19.2,0.0,0.0,69,15.4
2010-01-08,28.9,20.2,0.0,0.0,65,12.4
2010-01-09,28.1,23.3,0.9,0.9,68,12.0
2010-01-10,29.8,23.1,0.9,0.9,75,13.2
2010-01-11,30.8,22.8,0.3,0.3,75,10.3
2010-01-12,30.5,23.3,2.7,2.7,81,12.8
2010-01-13,31.0,22.9,2.1,2.1,81,12.2
2010-01-14,29.7,22.5,8.8,8.8,82,8.9
2010-01-15,29.0,23.2,5.2,5.2,81,14.1
2010-01-16,28.4,22.0,1.0,1.0,78,12.0
2010-01-17,29.4,20.9,0.0,0.0,77,10.8
2010-01-18,29.2,20.8,0.0,0.0,76,9.6
2010-01-19,30.1,19.9,0.0,0.0,73,10.0
2010-01-20,29.0,18.3,0.0,0.0,74,10.8
2010-01-21,29.1,18.2,0.0,0.0,70,10.7
2010-01-22,28.7,17.1,0.0,0.0,70,9.1
2010-01-23,29.1,17.1,0.0,0.0,69,12.3
2010-01-24,29.4,17.2,0.0,0.0,68,11.3
2010-01-25,29.9,17.1,0.0,0.0,69,13.3
2010-01-26,30.6,18.0,0.0,0.0,68,13.0
2010-01-27,30.7,19.1,0.0,0.0,66,12.7
2010-01-28,30.2,20.1,0.0,0.0,68,13.6
2010-01-29,30.3,18.7,0.0,0.0,67,13.7
2010-01-30,30.9,18.5,0.0,0.0,68,13.7
2010-01-31,30.4,18.2,0.0,0.0,71,15.2
2010-02-01,29.9,18.6,0.0,0.0,70,13.1
2010-02-02,30.4,17.9,0.0,0.0,70,14.5
2010-02-03,30.5,17.7,0.0,0.0,66,11.6
2010-02-04,30.9,17.5,0.0,0.0,68,10.0
2010-02-05,30.7,17.8,0.0,0.0,71,12.1
2010-02-06,30.2,19.5,0.0,0.0,74,12.5
2010-02-07,31.2,20.5,0.0,0.0,71,15.8
2010-02-08,31.3,18.3,0.0,0.0,66,10.9
2010-02-09,30.8,17.4,0.0,0.0,67,10.5
2010-02-10,30.6,16.4,0.0,0.0,70,11.9
2010-02-11,30.8,17.1,0.0,0.0,72,14.0
2010-02-12,31.0,19.3,0.0,0.0,71,11.3
2010-02-13,31.4,18.6,0.0,0.0,72,13.0
2010-02-14,31.9,18.7,0.0,0.0,72,13.0
2010-02-15,32.0,18.7,0.0,0.0,73,15.6
2010-02-16,32.1,20.9,0.0,0.0,72,12.2
2010-02-17,32.6,21.2,0.0,0.0,73,12.3
2010-02-18,34.3,21.4,0.0,0.0,69,13.0
2010-02-19,32.8,21.0,0.0,0.0,72,13.7
2010-02-20,33.6,21.3,0.0,0.0,72,14.3
2010-02-21,33.1,22.4,0.0,0.0,71,13.1
2010-02-22,33.7,22.9,0.3,0.3,70,15.1
2010-02-23,34.0,23.5,0.0,0.0,71,13.3
2010-02-24,32.6,23.7,0.0,0.0,73,13.9
2010-02-25,33.5,24.5,0.0,0.0,71,12.4
2010-02-26,33.3,23.6,0.0,0.0,72,12.3
2010-02-27,34.9,23.1,0.0,0.0,71,17.4
2010-02-28,34.7,22.9,0.0,0.0,72,14.3
2010-03-01,34.4,21.1,0.0,0.0,71,12.7
2010-03-02,34.4,22.8,0.0,0.0,71,14.8
2010-03-03,35.6,21.2,0.0,0.0,67,17.3
2010-03-04,34.3,22.7,0.0,0.0,71,14.5
2010-03-05,34.1,22.9,0.0,0.0,73,14.1
2010-03-06,34.8,22.7,0.0,0.0,74,13.7
2010-03-07,35.0,24.9,0.0,0.0,73,11.5
2010-03-08,35.3,24.2,0.0,0.0,74,11.6
2010-03-09,35.0,24.6,0.0,0.0,73,14.0
2010-03-10,34.5,25.0,0.0,0.0,72,13.1
2010-03-11,35.2,23.5,0.0,0.0,73,12.4
2010-03-12,34.7,23.8,0.0,0.0,72,11.5
2010-03-13,35.0,24.1,0.0,0.0,68,12.6
2010-03-14,36.3,24.7,0.0,0.0,64,13.7
2010-03-15,36.6,25.0,0.1,0.1,68,15.7
2010-03-16,35.8,25.3,0.0,0.0,72,13.8
2010-03-17,35.3,25.2,0.0,0.0,70,13.1
2010-03-18,35.3,23.0,0.0,0.0,70,10.8
2010-03-19,35.8,22.1,0.0,0.0,63,10.5
2010-03-20,36.0,21.8,0.0,0.0,65,13.7
2010-03-21,36.5,22.6,0.0,0.0,70,14.8
2010-03-22,36.0,23.5,0.0,0.0,72,15.9
2010-03-23,35.4,22.6,0.0,0.0,74,16.8
2010-03-24,33.9,24.2,0.0,0.0,74,15.5
2010-03-25,34.5,24.3,0.0,0.0,73,14.0
2010-03-26,34.1,23.6,0.0,0.0,73,14.8
2010-03-27,34.6,23.0,0.0,0.0,75,14.4
2010-03-28,35.0,25.7,0.1,0.1,74,14.0
2010-03-29,35.4,26.2,0.0,0.0,74,16.2
2010-03-30,34.7,26.4,0.0,0.0,76,18.4
2010-03-31,34.6,27.5,0.7,0.7,75,21.3
2010-04-01,36.7,26.4,0.0,0.0,75,16.4
2010-04-02,36.5,26.0,0.0,0.0,76,15.7
2010-04-03,36.4,26.7,0.0,0.0,76,15.9
2010-04-04,36.6,26.6,0.0,0.0,72,14.5
2010-04-05,37.1,25.1,0.0,0.0,73,15.1
2010-04-06,37.2,25.6,0.0,0.0,71,15.9
2010-04-07,36.9,26.2,0.0,0.0,71,13.4
2010-04-08,36.2,25.9,0.0,0.0,71,13.3
2010-04-09,37.0,25.0,0.0,0.0,73,14.8
2010-04-10,37.9,26.4,0.0,0.0,73,18.4
2010-04-11,37.1,26.7,0.0,0.0,73,18.1
2010-04-12,36.3,27.6,0.0,0.0,73,18.4
2010-04-13,37.6,27.6,0.0,0.0,74,19.8
2010-04-14,37.4,28.2,0.0,0.0,73,17.0
2010-04-15,37.3,28.4,0.0,0.0,70,18.5
2010-04-16,36.6,27.1,0.0,0.0,66,15.8
2010-04-17,35.8,26.2,0.0,0.0,71,16.7
2010-04-18,36.9,26.8,0.0,0.0,72,19.1
2010-04-19,37.4,28.0,0.0,0.0,71,21.2
2010-04-20,37.7,28.0,0.0,0.0,72,16.6
2010-04-21,36.2,28.2,0.0,0.0,74,18.3
2010-04-22,37.9,27.6,0.0,0.0,72,18.1
2010-04-23,37.0,28.0,0.0,0.0,71,19.2
2010-04-24,37.2,27.3,0.0,0.0,69,16.2
2010-04-25,36.7,27.6,0.1,0.1,70,16.7
2010-04-26,36.4,28.0,0.0,0.0,69,14.8
2010-04-27,37.2,27.9,0.0,0.0,69,16.7
2010-04-28,36.4,27.5,0.0,0.0,69,17.7
2010-04-29,36.0,27.2,0.0,0.0,69,16.1
2010-04-30,36.6,26.4,0.4,0.4,71,13.3
2010-05-01,35.8,27.8,0.0,0.0,72,13.9
2010-05-02,37.1,27.7,0.0,0.0,67,14.5
2010-05-03,37.0,27.6,0.0,0.0,66,14.4
2010-05-04,36.4,26.9,0.4,0.4,66,10.4
2010-05-05,37.3,27.1,0.5,0.5,66,11.6
2010-05-06,37.1,27.5,0.0,0.0,67,13.8
2010-05-07,37.2,28.0,0.0,0.0,66,15.6
2010-05-08,37.5,28.0,0.2,0.2,64,14.6
2010-05-09,38.9,28.6,0.0,0.0,68,20.9
2010-05-10,39.7,28.6,0.0,0.0,66,14.9
2010-05-11,39.3,28.9,0.0,0.0,68,16.0
2010-05-12,38.8,28.9,0.0,0.0,69,17.9
2010-05-13,38.5,29.2,0.0,0.0,68,18.4
2010-05-14,37.4,29.0,0.0,0.0,69,18.8
2010-05-15,38.3,28.9,0.0,0.0,66,16.6
2010-05-16,37.9,29.0,0.0,0.0,66,17.4
2010-05-17,39.2,28.7,0.0,0.0,65,19.0
2010-05-18,36.7,28.5,0.0,0.0,68,20.9
2010-05-19,29.0,26.1,24.1,24.1,89,30.2
2010-05-20,27.8,26.5,27.4,27.4,90,30.5
2010-05-21,30.1,26.5,17.2,17.2,84,31.1
2010-05-22,29.4,25.0,22.0,22.0,82,31.5
2010-05-23,34.3,25.7,0.6,0.6,79,13.7
2010-05-24,37.4,27.3,0.0,0.0,74,15.9
2010-05-25,38.9,29.0,0.0,0.0,66,17.1
2010-05-26,38.5,29.6,0.0,0.0,55,21.5
2010-05-27,38.4,28.5,0.0,0.0,54,23.4
2010-05-28,39.4,28.2,0.0,0.0,58,16.1
2010-05-29,38.8,29.0,0.0,0.0,62,13.6
2010-05-30,39.2,29.6,0.1,0.1,56,14.4
2010-05-31,40.1,29.8,0.0,0.0,53,18.7
2010-06-01,41.5,30.1,0.0,0.0,51,19.0
2010-06-02,41.0,30.0,0.0,0.0,53,18.7
2010-06-03,41.0,30.2,0.0,0.0,51,14.0
2010-06-04,40.5,30.7,0.5,0.5,47,12.8
2010-06-05,35.9,28.7,1.8,1.8,61,17.1
2010-06-06,40.7,29.7,0.0,0.0,50,18.2
2010-06-07,41.4,30.8,0.2,0.2,43,25.2
2010-06-08,39.3,30.9,0.0,0.0,46,13.1
2010-06-09,36.1,28.5,0.2,0.2,66,13.1
2010-06-10,35.4,28.3,4.6,4.6,72,14.3
2010-06-11,33.1,26.1,11.9,11.9,82,13.7
2010-06-12,30.3,26.2,20.6,20.6,86,18.5
2010-06-13,30.5,25.4,18.0,18.0,88,13.1
2010-06-14,32.0,27.2,0.0,0.0,76,20.5
2010-06-15,32.7,27.7,2.1,2.1,73,20.2
2010-06-16,32.5,27.7,0.0,0.0,73,22.0
2010-06-17,33.3,28.0,2.0,2.0,73,20.4
2010-06-18,32.8,26.7,5.0,5.0,78,17.9
2010-06-19,30.2,27.8,5.2,5.2,84,13.2
2010-06-20,31.0,25.7,16.2,16.2,83,14.0
2010-06-21,32.3,27.0,2.5,2.5,79,15.5
2010-06-22,33.8,27.4,0.5,0.5,79,16.7
2010-06-23,34.3,26.1,2.0,2.0,79,17.0
2010-06-24,29.5,26.4,23.3,23.3,89,16.8
2010-06-25,33.0,26.2,0.0,0.0,78,13.4
2010-06-26,34.2,26.8,0.0,0.0,73,15.9
2010-06-27,34.1,27.5,0.0,0.0,73,15.0
2010-06-28,34.7,28.0,0.0,0.0,74,13.2
2010-06-29,35.5,28.1,0.0,0.0,71,12.2
2010-06-30,34.1,28.4,1.0,1.0,74,15.3
2010-07-01,28.6,26.2,26.3,26.3,91,15.4
2010-07-02,29.8,24.8,8.8,8.8,86,18.6
2010-07-03,31.1,25.9,0.7,0.7,78,20.6
2010-07-04,30.8,26.4,5.6,5.6,82,13.6
2010-07-05,28.7,25.8,14.8,14.8,89,9.8
2010-07-06,30.0,24.8,20.4,20.4,90,16.1
2010-07-07,26.3,24.6,33.1,33.1,94,16.6
2010-07-08,29.6,24.5,13.5,13.5,88,14.3
2010-07-09,32.5,25.2,5.6,5.6,84,14.6
2010-07-10,32.9,26.5,0.8,0.8,82,17.8
2010-07-11,30.4,27.0,4.3,4.3,83,16.8
2010-07-12,27.8,25.4,21.1,21.1,92,14.1
2010-07-13,32.7,26.1,0.0,0.0,77,16.5
2010-07-14,31.4,26.2,6.6,6.6,80,18.6
2010-07-15,31.6,25.4,10.9,10.9,85,13.6
2010-07-16,28.3,25.3,28.4,28.4,92,13.2
2010-07-17,29.2,25.1,12.1,12.1,89,8.7
2010-07-18,32.3,25.5,3.8,3.8,83,12.5
2010-07-19,32.8,25.8,15.5,15.5,83,13.0
2010-07-20,30.8,25.9,3.3,3.3,83,13.6
2010-07-21,29.4,25.4,11.6,11.6,89,17.1
2010-07-22,30.5,25.1,18.4,18.4,86,18.6
2010-07-23,30.4,26.1,0.8,0.8,79,21.7
2010-07-24,26.5,24.5,36.0,36.0,90,21.3
2010-07-25,27.7,24.3,50.4,50.4,88,26.2
2010-07-26,31.5,24.3,1.9,1.9,78,29.4
2010-07-27,29.8,25.4,2.4,2.4,79,20.6
2010-07-28,28.2,25.4,6.3,6.3,87,20.3
2010-07-29,28.4,24.7,3.5,3.5,89,15.8
2010-07-30,29.6,25.0,3.0,3.0,82,22.6
2010-07-31,31.4,25.3,5.5,5.5,82,18.3
2010-08-01,31.9,26.2,0.0,0.0,72,23.8
2010-08-02,31.4,26.9,0.0,0.0,71,19.1
2010-08-03,29.6,25.5,18.9,18.9,79,19.6
2010-08-04,28.1,25.0,13.3,13.3,87,16.0
2010-08-05,28.3,25.3,4.9,4.9,84,15.4
2010-08-06,29.7,24.8,6.7,6.7,76,25.3
2010-08-07,32.1,24.6,0.6,0.6,73,18.4
2010-08-08,31.8,25.7,0.4,0.4,78,13.2
2010-08-09,32.6,26.1,0.3,0.3,76,15.5
2010-08-10,33.4,26.5,0.1,0.1,73,15.3
2010-08-11,31.6,26.6,9.1,9.1,82,12.0
2010-08-12,31.8,25.8,13.3,13.3,87,9.7
2010-08-13,28.7,24.9,20.9,20.9,91,8.3
2010-08-14,31.0,25.1,8.2,8.2,87,12.2
2010-08-15,29.8,24.9,14.4,14.4,89,14.0
2010-08-16,31.1,25.1,6.3,6.3,86,9.8
2010-08-17,31.6,25.3,6.6,6.6,87,7.3
2010-08-18,31.4,24.8,24.7,24.7,86,10.2
2010-08-19,32.2,25.5,3.6,3.6,82,6.9
2010-08-20,30.3,25.1,2.6,2.6,88,10.0
2010-08-21,30.9,25.4,4.3,4.3,84,14.0
2010-08-22,32.3,25.0,4.5,4.5,82,8.6
2010-08-23,32.5,24.7,20.8,20.8,86,9.0
2010-08-24,31.8,25.3,0.6,0.6,83,11.5
2010-08-25,29.8,25.2,23.7,23.7,88,12.1
2010-08-26,28.5,25.1,27.1,27.1,92,9.2
2010-08-27,30.8,25.1,1.5,1.5,85,9.6
2010-08-28,31.9,26.1,3.9,3.9,86,14.5
2010-08-29,29.2,25.6,20.2,20.2,87,15.3
2010-08-30,28.8,25.3,11.5,11.5,87,16.2
2010-08-31,31.3,24.6,2.7,2.7,79,20.6
2010-09-01,31.3,25.9,0.0,0.0,73,22.0
2010-09-02,31.2,25.8,5.3,5.3,79,21.3
2010-09-03,27.8,25.3,52.4,52.4,88,17.2
2010-09-04,26.5,24.6,39.8,39.8,91,19.4
2010-09-05,29.4,25.4,0.3,0.3,79,25.2
2010-09-06,29.6,25.6,9.0,9.0,83,23.1
2010-09-07,27.6,24.9,8.0,8.0,89,19.6
2010-09-08,30.7,25.4,0.1,0.1,82,19.5
2010-09-09,31.4,26.0,2.5,2.5,82,12.3
2010-09-10,30.8,25.5,7.2,7.2,86,12.2
2010-09-11,31.6,25.0,11.4,11.4,88,8.9
2010-09-12,31.5,24.9,25.8,25.8,90,8.6
2010-09-13,31.3,24.5,21.4,21.4,89,7.9
2010-09-14,30.5,24.7,38.5,38.5,90,8.8
2010-09-15,30.7,24.5,17.4,17.4,89,13.5
2010-09-16,29.9,24.9,13.8,13.8,89,12.8
2010-09-17,29.5,24.5,18.5,18.5,91,18.4
2010-09-18,30.6,24.9,0.1,0.1,83,13.6
2010-09-19,31.1,24.5,1.0,1.0,83,11.0
2010-09-20,31.1,24.9,4.0,4.0,85,11.0
2010-09-21,31.9,24.9,0.3,0.3,83,10.3
2010-09-22,32.2,24.5,0.0,0.0,81,6.9
2010-09-23,31.6,25.5,9.2,9.2,86,9.2
2010-09-24,31.6,24.9,16.2,16.2,88,9.3
2010-09-25,32.2,24.4,5.1,5.1,84,8.7
2010-09-26,31.7,24.7,2.9,2.9,84,9.9
2010-09-27,30.9,24.7,3.2,3.2,87,10.5
2010-09-28,31.2,24.8,8.6,8.6,88,6.5
2010-09-29,31.4,24.8,23.9,23.9,88,8.0
2010-09-30,31.4,24.1,1.3,1.3,86,6.8
2010-10-01,29.6,24.8,4.2,4.2,92,7.5
2010-10-02,28.1,24.2,9.5,9.5,88,9.0
2010-10-03,31.0,24.5,6.7,6.7,87,10.3
2010-10-04,32.1,23.9,0.4,0.4,83,7.6
2010-10-05,30.0,24.6,11.1,11.1,87,9.9
2010-10-06,28.2,25.1,24.6,24.6,90,12.7
2010-10-07,28.7,25.1,19.3,19.3,88,17.0
2010-10-08,32.3,24.6,0.7,0.7,84,11.3
2010-10-09,32.3,25.3,0.8,0.8,84,10.4
2010-10-10,33.1,24.1,0.0,0.0,78,9.5
2010-10-11,33.4,24.7,2.0,2.0,79,11.5
2010-10-12,32.8,24.4,0.6,0.6,79,9.8
2010-10-13,33.3,23.7,0.0,0.0,68,14.2
2010-10-14,32.9,23.6,0.0,0.0,62,15.1
2010-10-15,29.2,24.6,0.0,0.0,65,17.7
2010-10-16,26.9,24.1,0.5,0.5,75,21.4
2010-10-17,28.6,23.8,0.2,0.2,79,16.3
2010-10-18,29.1,24.2,7.2,7.2,88,13.2
2010-10-19,29.9,24.3,1.9,1.9,87,9.2
2010-10-20,31.2,23.2,0.6,0.6,85,8.8
2010-10-21,32.1,24.0,0.7,0.7,85,10.0
2010-10-22,31.3,25.3,2.1,2.1,85,13.0
2010-10-23,31.2,24.2,13.5,13.5,86,12.8
2010-10-24,30.5,24.5,12.5,12.5,87,6.9
2010-10-25,28.4,24.3,4.3,4.3,89,11.6
2010-10-26,28.2,24.1,0.6,0.6,83,13.0
2010-10-27,29.4,24.0,0.9,0.9,83,12.7
2010-10-28,30.1,22.7,0.7,0.7,84,9.5
2010-10-29,28.3,23.8,3.7,3.7,89,13.6
2010-10-30,25.5,23.5,36.9,36.9,94,18.3
2010-10-31,25.1,23.6,27.8,27.8,94,15.9
2010-11-01,24.9,23.3,54.6,54.6,95,14.0
2010-11-02,26.2,23.0,9.3,9.3,94,12.4
2010-11-03,28.5,23.0,6.5,6.5,88,18.6
2010-11-04,30.2,23.4,2.7,2.7,86,13.0
2010-11-05,30.3,22.7,0.0,0.0,78,12.9
2010-11-06,30.1,22.7,0.7,0.7,73,13.0
2010-11-07,27.1,22.9,22.0,22.0,87,36.0
2010-11-08,28.8,24.1,7.2,7.2,89,22.5
2010-11-09,29.7,24.1,0.4,0.4,87,18.8
2010-11-10,30.3,23.7,5.6,5.6,87,9.9
2010-11-11,29.8,23.4,3.8,3.8,90,8.2
2010-11-12,30.2,23.2,0.8,0.8,86,7.1
2010-11-13,30.3,23.6,0.8,0.8,86,9.7
2010-11-14,29.9,23.4,9.5,9.5,89,12.4
2010-11-15,30.1,22.7,0.0,0.0,81,15.7
2010-11-16,27.9,23.7,9.2,9.2,86,17.9
2010-11-17,28.5,23.8,6.7,6.7,88,17.8
2010-11-18,29.8,23.4,0.6,0.6,84,12.8
2010-11-19,30.0,22.6,0.0,0.0,84,9.0
2010-11-20,29.9,22.5,1.1,1.1,86,6.0
2010-11-21,29.8,23.0,0.7,0.7,83,7.3
2010-11-22,29.5,21.9,0.0,0.0,82,9.7
2010-11-23,29.1,22.2,0.4,0.4,84,9.6
2010-11-24,29.2,23.0,0.5,0.5,87,12.4
2010-11-25,29.5,21.4,0.3,0.3,81,14.2
2010-11-26,29.2,20.1,0.0,0.0,81,9.6
2010-11-27,29.3,20.0,0.0,0.0,84,11.4
2010-11-28,29.6,21.3,0.3,0.3,82,11.9
2010-11-29,30.4,21.9,0.0,0.0,79,10.5
2010-11-30,29.9,21.6,0.0,0.0,81,12.1
2010-12-01,29.3,22.4,0.3,0.3,81,16.0
2010-12-02,28.9,22.6,0.3,0.3,81,16.0
2010-12-03,29.2,21.5,0.0,0.0,74,13.0
2010-12-04,27.6,21.1,0.0,0.0,73,14.1
2010-12-05,23.3,19.7,23.1,23.1,79,16.3
2010-12-06,23.8,19.7,16.5,16.5,90,19.4
2010-12-07,23.6,22.3,33.7,33.7,93,27.0
2010-12-08,27.3,23.2,6.3,6.3,89,18.0
2010-12-09,26.8,21.8,0.1,0.1,85,12.4
2010-12-10,29.4,20.1,0.0,0.0,79,13.0
2010-12-11,27.7,20.7,0.0,0.0,81,10.3
2010-12-12,28.4,21.1,0.5,0.5,85,8.8
2010-12-13,29.2,20.8,0.0,0.0,80,6.8
2010-12-14,29.6,19.6,0.0,0.0,78,8.7
2010-12-15,27.7,20.9,0.2,0.2,81,11.8
2010-12-16,27.0,19.9,0.0,0.0,80,12.8
